age,income,cards,educ,carloans,rating
21,1,2,2,2,0
24,1,1,2,1,0
24,3,2,1,2,0
21,1,2,1,2,0
29,3,2,1,2,0
21,1,2,1,2,0
27,2,2,1,1,0
35,1,2,1,2,0
26,2,2,1,2,0
25,2,2,2,2,0
20,1,2,1,2,0
29,1,2,2,2,0
23,2,2,1,2,0
29,3,2,2,2,0
21,1,2,1,2,0
26,3,2,1,2,0
25,2,2,1,2,0
27,2,2,1,2,0
31,2,2,2,2,0
42,1,2,2,2,0
34,2,2,1,2,0
39,1,2,1,2,0
38,1,2,2,1,0
41,2,2,2,2,0
23,2,2,1,2,0
23,2,2,1,2,0
23,1,2,2,2,0
31,2,2,1,2,0
30,1,2,2,2,0
52,1,2,1,2,0
22,2,2,1,2,0
38,2,2,1,2,0
36,2,2,1,2,0
33,3,2,1,2,0
23,2,2,2,2,0
42,1,2,2,2,0
31,1,2,1,2,0
30,2,2,2,2,0
37,1,1,2,1,0
28,1,2,1,2,0
31,2,2,1,2,0
25,1,2,1,2,0
31,3,2,2,2,0
26,2,2,1,2,0
26,1,2,2,2,0
48,1,2,2,2,0
43,1,2,2,2,0
23,1,2,1,2,0
31,1,2,2,2,0
32,3,2,2,2,0
27,1,2,1,2,0
32,3,2,2,1,0
31,2,2,2,2,0
26,2,2,2,2,0
26,2,2,2,2,0
30,1,1,2,1,0
20,1,2,1,2,0
26,2,2,1,1,0
34,1,2,2,2,0
27,1,2,1,2,0
33,3,2,1,1,0
36,2,2,2,2,0
29,2,2,2,2,0
34,3,1,1,1,0
27,1,2,2,2,0
24,3,1,2,2,0
20,1,2,2,2,0
26,1,2,1,2,0
41,1,1,1,1,0
21,2,2,1,2,0
30,3,2,1,2,0
22,2,2,1,2,0
23,3,2,2,2,0
30,2,2,1,2,0
22,1,2,1,2,0
31,1,2,2,2,0
34,1,2,1,2,0
41,2,2,2,2,0
28,1,2,1,2,0
31,3,1,2,1,0
49,1,2,2,2,0
34,1,2,2,2,0
42,2,2,2,2,0
41,3,2,1,2,0
28,2,2,2,2,0
21,2,2,1,2,0
35,2,2,2,2,0
43,2,2,2,2,0
22,1,2,2,1,0
41,1,2,1,2,0
23,2,2,1,2,0
33,3,2,2,2,0
55,3,2,2,2,0
24,3,2,2,2,0
26,2,2,2,2,0
47,1,2,2,2,0
32,1,2,1,2,0
21,2,2,2,1,0
24,1,1,1,1,0
40,2,2,1,2,0
30,3,1,2,1,0
28,1,1,2,1,0
41,3,2,1,1,0
28,2,2,2,2,0
25,1,2,2,2,0
31,2,2,2,2,0
29,2,2,2,1,0
30,3,2,1,2,0
28,1,2,1,2,0
21,2,2,2,2,0
30,2,1,1,1,0
41,2,2,2,2,0
23,1,2,1,2,0
27,2,2,1,2,0
38,1,2,2,2,0
50,1,2,2,2,0
30,2,2,2,2,0
28,2,2,2,2,0
22,1,2,2,2,0
24,1,2,1,2,0
24,1,2,2,2,0
20,2,2,2,2,0
29,1,2,2,2,0
23,2,2,2,2,0
27,1,2,1,2,0
21,2,2,2,2,0
21,1,1,2,2,0
30,1,2,2,2,0
22,1,2,1,2,0
46,2,2,2,2,0
27,2,2,1,1,0
22,2,2,1,2,0
21,2,1,2,1,0
39,2,2,1,2,0
33,1,2,2,2,0
23,2,2,2,2,0
