householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,numbUrban,medIncome,pctWPubAsst,PctPopUnderPov,PctLess9thGrade,PctUnemployed,NumImmig,HousVacant,NumInShelters,NumStreet,PopDens,burglPerPop
2.44,45.71,51.71,1.96,1.18,136594,27256,7.3,14.9,8.72,4.72,5205,4606,125,1,1903.5,3323.17
2.87,1.01,97.28,1.57,1.33,5382,87686,1.29,3.02,2.29,3.83,1288,256,0,0,572.6,332.7
2.91,1.3,97.8,0.57,1.1,8669,42841,3.34,3.2,5.78,3.2,186,156,0,0,611.6,823.71
2.85,20.29,64.86,0.16,17.02,0,20743,8.61,24.64,16.53,4.15,1452,362,0,0,1191.5,1249.24
3.06,1.6,83.03,5.31,23.38,23928,53480,5.48,4.51,6.06,3.7,2639,349,6,0,2207.4,795.48
2.96,3.86,86.76,2.47,12.62,45931,34050,9.8,10.67,4.64,7.89,2648,1084,11,0,661.8,1752.94
2.94,5.16,76.11,0.81,34.49,0,25926,10.09,17.44,14.88,7.9,911,909,43,38,845.4,2698.49
2.49,0.16,95.98,0.5,0.35,0,22422,5.1,12.2,14.15,3.57,262,691,10,0,2870.5,480.9
2.51,1.31,96.22,2.08,1.16,15745,52979,2.76,2.61,4.44,3.47,1538,441,7,0,709,567.08
2.81,2.84,93.55,3.18,1.35,31970,51676,1.17,2.24,3.04,2.47,1964,706,0,0,1153.7,564.41
2.69,0.39,98.02,0.6,0.36,16376,35108,4.33,5.22,5.27,3.59,128,165,0,0,1513.4,390.58
3.32,1.47,93.38,2.98,1.24,0,36481,4.65,6.95,4.61,5.25,1472,2378,11,0,416.4,370.72
2.58,17.78,76.28,2.6,9.77,108056,49787,5.43,6.29,7.21,5.08,20075,2334,132,18,2765.1,1030.79
2.75,0.39,98.63,0.71,0.47,11460,39738,3.39,2.66,5.43,2.84,139,105,0,0,904.6,389.75
2.62,1.13,89.89,1.99,8.74,42155,28261,8.95,13.93,5.99,7,1994,1135,0,0,2022,940.85
2.67,0.58,96.42,2,0.77,12528,37117,5.5,5.98,2.88,4.93,309,183,0,0,2938.7,518.61
2.59,1.38,97.49,0.88,0.86,11628,56585,1.71,2.8,2.15,1.78,383,161,0,0,3969.1,515.33
2.4,1.73,96.19,1.19,0.91,14396,33107,3.67,5,5.62,4.55,327,147,0,0,5000.7,712.17
2.56,15.48,79.29,1.65,9.37,78331,48171,4.34,5.2,7.84,4.69,10421,1664,121,7,3315.6,1067.21
2.36,37.94,60.51,1.11,0.66,364040,21006,14.32,24.34,10.23,7.84,10045,14746,989,23,4550.3,1710.64
3.57,4.72,92.84,0.84,3.22,10620,41933,5,4.74,4.65,6.22,912,283,0,0,746.1,238.98
2.48,5.61,93.29,0.48,1.64,0,25000,8.2,14.45,8.74,7.44,544,509,0,0,2762.2,1099.03
2.4,9.12,88.63,0.8,1.86,20713,28070,6.7,11.91,5.85,5.34,718,573,6,0,1721,830.51
2.28,20.89,78.4,0.33,0.57,0,17196,12.47,23.81,14.51,7.51,274,1195,19,0,1498.2,1641.88
2.6,1.5,96.16,1.73,1.32,12358,43593,3.95,3.04,7.74,4.62,821,171,0,6,1320.8,493.09
2.59,11.43,78.42,3.61,12.53,257892,30590,5.98,11.47,6.86,6.57,26494,9935,336,236,2993.5,1363.6
2.77,0.52,98.11,0.97,0.9,0,38868,5.43,9.32,8.66,3.76,335,163,0,0,193.6,632.1
5.28,17.13,36.2,0.58,51.77,0,21558,23.06,24.15,18.56,12.35,2136,181,0,0,2277.4,786.32
2.53,1.07,92.13,5.3,7.3,12805,43365,4.94,3.34,7.1,5.37,1826,161,0,0,10108.1,608.96
2.9,2.7,93.65,3.09,1.46,12312,57561,3.59,1.72,1.81,2.78,1067,123,0,0,912.9,274.64
2.59,52.19,47.15,0.42,0.62,106640,21038,15.47,24.38,15.65,8.38,893,4324,138,50,2149.4,1624.94
2.77,0.68,98.52,0.4,1.33,0,48000,2.83,0.93,5.23,4.18,262,435,0,0,282.8,493.21
2.57,5.2,90.94,2.31,1.27,28887,34168,6.98,7.07,4.15,5.37,705,487,0,0,3509.3,1020.96
2.84,38.27,60.06,0.92,1.45,0,18858,14.67,25.55,17.16,8.69,253,827,26,0,1910.7,4409.25
3.15,0.26,57.67,0.39,70.31,0,17103,15.4,33.49,34.76,13.57,1858,578,8,0,2578.6,729.28
2.76,2.21,74.29,3.63,37.22,30085,30908,8.31,13.56,14.2,6.24,7483,4311,0,2,1535.3,2159.96
3.67,0.2,97.86,0.97,1.82,11668,41178,1.21,2.9,1.1,4.34,182,57,0,0,1822,157.01
2.22,20.53,76.27,1.84,3.21,44129,27371,4.61,14.16,7.22,5.33,2254,3292,68,9,2090.2,1576.08
2.48,1.05,97.91,0.61,1.16,0,26668,6.22,8.82,10.14,7.71,372,4337,0,0,712.1,886.78
2.41,23.06,70.73,2.51,13.65,16189,42748,4.42,7.27,8.68,5.03,3166,349,62,1,5316.9,1006.61
2.42,7.72,91.25,0.67,0.46,0,22458,12.22,19.84,10.68,10.65,292,723,0,0,2685.2,1152.04
2.64,2.34,96.52,0.76,0.58,0,18829,8.23,20.72,11.4,8.73,194,828,16,0,2992.6,2649.77
2.7,1.82,85.35,0.39,57.99,0,15570,15.41,33.89,25.54,17.4,1740,426,0,0,1833.2,1706.08
3.17,4.42,93.96,1.01,1.51,9346,43673,2.94,2.78,7.1,3.36,241,113,0,0,291.8,833.41
2.83,0.48,96.12,3.05,0.99,32375,53971,3.59,2.55,2.53,5.31,1940,362,0,0,1379.8,530.17
2.36,33.88,64.94,0.57,0.86,55530,20609,10.55,22.11,9.78,6.21,1008,2912,92,8,1805,2401.27
2.69,8.56,77.63,1.41,22.51,186281,24130,6.42,19.56,11.4,6.56,6123,8709,24,25,1726.3,1282.5
2.92,11.48,73.01,0.88,23.6,54780,30733,8.57,10.91,20.35,7.2,3226,816,117,20,769.8,1766.87
2.82,12.96,80.24,1.71,6.32,92788,31712,14.5,13.64,7.74,9.22,10391,2526,253,7,4171.7,2066.27
2.79,0.85,97.1,1.49,2.55,72317,40704,3.71,4.92,6.98,5.01,4009,8296,96,0,1793.5,814.97
2.14,1.07,98.12,0.43,1.83,34012,25906,3.71,7.12,5.5,3.89,2400,2523,0,0,3173.9,1102.23
2.61,2.79,89.57,5.02,7.27,47585,45890,4.68,4.18,3.08,2.92,5431,546,0,2,1665.7,838.07
3.12,0.48,98.48,0.93,0.4,30250,41726,2.56,3.6,5.6,2.94,759,217,0,0,2907.8,254.17
2.51,26.9,68.76,1.56,8.74,164693,26119,6.37,15.76,7.62,4.56,11436,7722,688,235,2363.3,2422.5
3.54,7.44,42.35,45.19,12.52,53240,59076,5.9,3.95,3.63,3.67,19350,338,0,0,5965.9,1447.49
2.86,3.26,91.39,4.63,2.67,17347,59069,1.04,1.33,3.11,3.46,2388,332,0,0,508.5,339.04
2.53,17.63,81.33,0.42,1.09,0,25384,9.73,14.89,19.62,5.73,117,409,5,0,488.7,1512.94
2.32,1.81,88.15,7.45,10.94,20393,40600,4.94,4.63,13.64,5.86,6369,1030,0,2,20417.5,305.58
2.43,1.36,81.06,0.4,1,0,17278,7.37,20.56,11.66,9,66,598,33,0,1361.6,1223.49
4.31,0.61,96.62,1.76,1.03,9789,27922,6.11,21.14,4.38,4.86,497,234,0,0,560.5,84.92
2.59,0.94,94.25,3.25,3.59,39253,48668,2.56,2.47,3.76,2.6,3251,693,9,0,3845.3,420.26
2.06,0.99,97.62,0.84,1.95,65690,24296,3.62,7.42,6.32,3.9,3946,6790,56,0,4484.7,955.57
2.6,0.46,97.33,1.29,2.3,60838,36771,4,5.5,8.41,5.89,5638,507,0,0,5013,820.64
2.36,8.69,88.6,1.06,2.69,65566,24316,10.64,14.93,8.56,7.16,3665,2484,310,8,5831.6,275.89
2.49,2.14,90.6,6.49,2.67,68586,47029,1.54,2.68,3.07,2.45,6569,1910,5,0,3520.1,791.24
2.82,1.39,85.37,12.48,3.22,10602,84498,1.98,1.8,0.63,1.61,1234,93,0,0,6079.1,1073.98
2.63,40.43,58.22,1.06,0.98,41891,15576,10.99,35.87,11.14,9.73,983,1764,14,0,1590.3,1967.13
2.89,0.8,96.5,2.46,0.69,15467,63203,2.48,2.25,2.1,3.51,1077,167,0,0,1655,258.09
2.58,43.88,32.47,14.76,13.89,372242,27095,17.81,18.82,11.96,9.38,73524,10216,431,303,6409.1,2215.96
2.66,0.59,95.96,2.93,3.48,30548,49658,3.18,2.94,6.64,3.76,5069,266,0,0,5702.7,309.46
2.44,5.49,92.63,1.34,1.12,37530,37783,2.32,2.8,3.18,2.06,871,835,0,0,1344.3,574.89
2.48,0.92,97.11,1,0.64,33181,24674,9.42,14.98,5.83,5.78,1120,974,51,0,929.6,505.79
2.69,0.13,97.43,2.19,1.31,36175,52817,2.31,1.25,4.46,2.31,3812,355,0,0,5089.3,774.73
2.76,2.78,84.9,2.32,20.19,24250,38037,2.27,6.71,8.67,5.39,3290,442,0,0,1950,1300.36
3.19,1.1,90.42,8.1,1.94,13977,74825,2.23,0.79,4.36,4.7,1646,237,0,0,798.4,321.8
2.72,2.48,93.36,3.88,0.96,13578,48547,2.23,2.75,3.65,2.64,676,187,0,0,1409.7,402.55
2.89,0.29,97.97,1.2,0.96,48655,47930,2.47,2.81,5.2,5.15,3247,794,0,0,1352.1,408.02
2.25,30.72,67.37,1.14,2.48,61921,18631,7.76,22.49,8.81,7.89,4360,4621,94,18,1853.5,2815.74
2.84,1.06,95.97,2.4,1.26,16223,38694,4.25,4.39,5.02,3.37,874,349,0,0,909.6,209.1
2.62,0.11,97.17,0.98,1.49,29988,25376,4.5,9.36,13.03,3.56,480,576,0,0,974.5,691.63
3.53,0.16,80.42,0.06,90.92,0,12908,24.09,48.82,44.5,17.42,2298,446,0,0,1656.3,1136.05
2.42,10.49,86.66,1.12,3.4,68637,19950,14.25,21.73,15.21,9.39,3718,2769,178,0,4052.3,1064.43
3.04,14.22,80.48,1.79,8.07,19974,41457,2.4,3.72,4.16,3.61,630,469,0,0,573.3,764.62
2.7,25.14,67.1,1.15,15.94,40270,26144,6.68,16.76,11.39,8.15,1398,1566,0,13,634.4,1587.9
3.19,8.54,59.78,17.2,34.61,96086,42481,7.88,7.71,6.57,4.96,24291,1016,0,0,5724.9,979.61
2.73,1.37,90.67,5.78,6.69,50553,59458,2.83,2.41,1.51,3.06,3758,872,0,1,3009.8,596.84
2.86,0.91,97.62,1.17,0.66,10807,60355,1.74,2.56,1.36,2.1,326,116,0,0,3564.3,252.43
2.6,2.34,96.59,0.33,1.83,0,25587,7.54,10.3,8.78,7.78,194,291,4,0,1787,281.58
2.56,7.32,91.93,0.39,0.5,61368,22886,10.72,16.84,12.14,7.94,406,1370,73,0,2966.4,1766.93
2.28,0.76,96.23,0.25,0.82,0,28259,6.53,5.57,3.07,8.97,382,3820,0,0,471.5,725.17
2.61,6.58,92.38,0.78,0.95,23235,38962,2.32,3.42,4.44,2.92,377,469,0,0,2317.5,310.27
2.68,46.98,52.39,0.17,1.87,0,18641,16.96,28.83,18.01,6.76,228,463,0,0,670.3,1640.06
2.37,12.36,79.09,5.95,9.66,28001,50468,4.7,6.47,4.96,3.23,4492,431,101,18,2689.9,996.49
3.18,2.48,79.64,1.43,15.2,0,28382,3.75,17.2,4.85,7.14,1895,1896,10,0,700.1,1116.47
2.54,13.06,84.55,0.11,3.24,0,24644,4.77,13.89,12.08,7.02,277,516,0,0,895.6,2280.97
3.11,18.53,78.72,1.5,2.89,15614,34218,7.6,14.31,8.39,8.11,612,421,7,0,1635.9,1041.55
3.88,0.07,78.36,0.09,90.8,10815,14292,20.09,38.95,46.88,13.29,2821,374,0,0,2846.1,1747.02
2.59,0.48,98.6,0.58,0.99,13650,50191,2.84,3.87,2.21,4.36,1111,376,0,0,4320.7,1369.77
2.43,0.7,92.75,5.04,5,27357,57815,2.94,4.65,2.12,2.92,2991,549,0,1,2544.4,861.28
2.41,3.17,92.93,3.66,1.01,12301,59913,0.91,3.62,3.29,1.79,710,297,0,0,1565.4,525.62
2.47,9.68,87.35,0.27,2.18,21505,21949,8.09,15.37,13.37,7.26,357,1618,12,0,940.1,1177.97
2.8,9.44,72.66,3.57,20.51,174138,32154,12.01,15,8.09,7.1,13900,3708,349,31,1837.3,1900.83
2.27,9.84,85.65,1.14,2.06,10353,28097,2.61,7.04,2.62,3.57,238,389,0,0,3939.5,1271.73
2.4,20.65,75.51,2.3,3.15,101082,25152,8.17,18.31,8.95,6.09,7785,4078,395,10,4557.8,1971.58
3.01,58.46,28.62,1.19,26.07,275221,21650,22.23,26.34,21.97,14.71,51423,10921,1974,842,11153.6,2643.41
2.7,89.95,7.21,0.63,4.05,73552,26810,14.71,17.71,9.96,11.76,9535,1777,340,20,18091.3,2365.31
2.64,2.72,87.44,1.76,12,63909,23487,9.77,16.78,7.78,8.2,2482,2955,198,62,2365.2,1284.46
2.61,72.13,26.56,0.75,1.23,38386,21309,12.38,20.3,17.42,8.45,707,1466,10,10,1619.7,1959.08
2.85,12.02,72.97,0.75,23.15,63838,30151,6.22,16.08,12.87,7.87,6308,2598,17,20,1969.2,1097.14
2.43,1.25,93.43,3.46,2.71,112669,25369,5.56,17.04,3.96,6.42,5747,1717,459,84,2858.7,1148.67
2.73,14.83,69.93,5.94,15.54,160728,22147,16.33,22.96,16.42,9.18,31532,7889,240,43,8403.8,2830.35
2.47,23.62,75.32,0.41,0.84,61741,23958,7.4,17.2,10.03,5.39,695,2268,35,7,1500,2311.73
2.59,6.09,88.43,4.7,2.83,12804,53226,2,2.9,5.65,3.14,1185,161,0,0,4511,673.04
2.53,0.31,99.05,0.4,1.2,9888,31637,6.05,7.16,14.14,5.21,1152,292,0,0,1785.6,538.2
3.27,7.11,89.91,2.51,0.91,28835,21463,7.49,27.49,4.23,6.9,1376,467,10,0,3194.9,673.56
2.99,2.04,79.17,13.69,13.52,42655,50981,4.46,4.46,3.38,4.48,6587,436,0,0,6221.6,906.71
2.87,0.72,93.79,1.59,2.05,20676,35090,2.08,6.78,5.67,4.96,387,440,98,0,783.5,792.78
2.49,2.88,90.55,5.66,3.04,19512,49712,1.35,2.85,1.53,2.26,1438,505,0,0,3188.2,468.52
2.81,12.53,82.32,4.35,1.57,38762,30489,2.55,16.14,3.34,4.42,3208,1070,23,5,2260.6,1087.74
2.4,0.43,98.9,0.37,0.38,0,23603,4.93,11.43,10.44,5.94,87,401,0,0,1121.1,727.83
2.67,14.46,84.34,0.93,1.1,11587,41524,2.77,3.51,3.88,2.67,186,230,0,0,1617.4,311.57
2.34,3.83,89.2,4.39,3.85,37960,32341,5.55,8.76,3.53,4.3,1870,1238,4,71,1936.3,1728
2.45,9.43,89.93,0.24,0.81,0,26668,5.44,11.39,14.05,4.82,400,334,0,0,1274.7,718.17
2.78,0.88,96.53,0.77,4.08,38372,33498,8.15,8,7.81,5.15,1575,647,40,0,795,760.54
3.29,0.1,98.24,0.95,1.6,36659,38346,4.76,4.91,1.6,3.62,758,336,0,0,3320.6,427.32
2.53,0.21,98.43,0.48,0.71,0,21170,14.15,15.52,10.09,12.11,152,297,0,0,1458.4,657.08
2.37,1.34,95.19,3.03,1.65,44630,43309,4.4,4.63,4.32,4.47,5344,602,0,0,8311,358.75
2.31,2.88,84.9,10.44,4.99,55544,55333,3.26,4.65,1.9,2.4,10097,982,13,11,2278.3,851.23
2.92,0.38,98.17,1.13,1.81,0,63032,2.23,1.9,1.95,3.85,747,497,0,0,391.2,251.39
2.56,7.89,90.07,0.81,3.59,49389,41745,3.51,3.54,9.02,4.97,3041,842,3,3,2711.4,895.55
3.13,1.08,92.19,1.18,10.8,27652,46199,2.82,5.17,4.25,5.29,835,305,0,0,2574.7,691.56
2.62,0.63,94.77,3.71,2.71,75460,51331,1.71,2.4,3.85,2.65,7042,1618,17,2,4503.5,504.73
2.41,10.6,87.82,0.96,1.4,15324,35197,2.42,4.45,5.9,3.96,362,410,0,0,3023.7,1104.9
2.57,2.48,94.74,1.96,1.06,21853,36096,5.06,6.51,4.78,4.28,773,288,0,0,4124.5,506.19
2.77,0.37,98.81,0.42,0.78,0,35005,3.3,2.7,8.13,2.96,142,209,0,0,380.8,749.57
4.37,0.49,65.84,5.22,84.57,20850,27074,15.23,21.19,39.05,11.49,9613,93,0,81,6959.3,1288.06
2.45,1.33,93.1,0.7,7.04,0,18346,4.94,22.14,8.74,7.18,324,825,0,0,1605.9,911.79
4.34,1.15,30.38,1.76,88.92,22817,22279,19.2,27.54,44.2,10.24,12603,155,0,0,20014.9,621.87
2.6,0.77,97.83,0.99,1.29,12054,37771,2.3,3.48,5.01,3.6,455,308,0,0,732.3,446.85
2.27,6.01,70.7,19.56,8.11,16327,34836,3.94,9.59,2.94,2.96,4112,276,0,0,9255.7,731.09
2.82,18.26,78.71,1.79,2.69,34185,43191,3.13,3.31,7.82,3.82,1956,416,0,0,2151.6,626.16
2.53,0.37,99.22,0.3,0.36,15995,36977,3.62,4.39,4.8,3.09,121,203,0,0,2747.1,148.05
3.18,1.39,81.23,8.24,25.86,40452,47143,5.31,3.89,5.46,4.57,6418,623,0,0,4974.4,867.42
2.58,9.31,88.42,1.17,2.31,19661,33817,3.1,6.6,9.96,3.75,688,275,0,0,1435.5,935.14
2.94,1.18,96.83,1.33,2.73,10177,46309,3.57,3.09,17.12,3.91,1282,110,0,0,2458.9,517.69
2.94,0.51,95.7,3.47,1.73,10422,65920,1.66,1.01,5.68,2.03,885,36,0,0,1992.3,254.89
2.78,0.26,99,0.37,0.84,24720,37230,5.06,4.85,9.2,5.7,882,599,0,0,503.9,577.2
2.45,23.68,73.28,0.56,6.41,37840,30138,6.57,9.82,9.64,7.73,1943,1153,0,0,5023.9,1245.22
2.79,1.35,91.52,6.78,1.27,72884,55407,1.88,2.83,3.54,3.19,8465,1030,0,0,2098,600.23
2.83,0.83,91.59,6.48,4.11,31306,74472,1.7,2.1,1.15,2.41,2851,402,0,0,1708.1,400.99
2.51,48.72,50.57,0.46,0.66,0,16586,19.11,27.9,20.25,8.17,117,971,0,0,1400.2,1310.58
2.53,1.27,96.3,2.17,0.87,21082,45424,3.23,3.74,2.35,2.44,828,473,0,0,2274.5,613.67
2.6,2.35,97.3,0.19,0.49,6463,25615,7.65,10.86,7.83,10.57,80,299,0,0,336.8,367.97
2.75,1.62,90.33,6.9,4.65,14936,69695,1.87,3.85,2.89,2.55,3453,188,0,0,2495,367.16
2.55,0.43,96.08,2.64,4.68,18262,41000,4.36,3.87,12.36,4.55,2073,578,0,0,3792.6,461.55
2.51,5.6,88.73,3.71,6.28,76210,32455,7.45,11.47,11.08,6.33,16975,1467,54,1,17893,871.37
2.84,0.97,97.11,1.29,2.48,35418,49965,2.8,2.5,6.88,4.44,2692,527,0,0,1118.7,528.38
2.55,2.09,84.17,4.77,41.18,48414,33488,6.61,9.49,18.23,7.69,18914,2304,24,1,8999.6,1010.16
2.72,38.02,58.99,1.4,2.95,173513,24056,9.88,18.63,11.26,7.16,6101,5044,258,18,800,1213.17
2.76,0.26,83.84,15.04,2.76,22405,47808,2.99,2.94,7.35,2.77,5090,118,0,0,4247.2,625.78
2.63,0.17,94.76,1.6,6.75,0,23206,6.7,14.44,7.94,4.35,796,537,148,0,2526.6,1129.53
2.59,0.92,97.06,1.59,0.81,48370,50659,2.18,2.06,1.53,3.65,1278,1432,0,0,1722.6,723.82
2.53,4.35,92.11,0.58,1.68,50380,31007,6.93,6.79,14.33,5.57,7424,858,0,0,3629,535.14
2.36,0.64,98.72,0.27,0.65,16825,24319,8.41,13.14,15.34,7.11,768,506,0,0,4339.5,782.63
2.45,1.16,98.17,0.28,1.05,14919,27312,7.71,10.97,6.52,5.84,275,440,5,0,3763.7,1447.88
2.44,19.32,80.12,0.26,0.44,0,20053,14.06,22.74,25.26,7.35,69,345,0,0,1417.4,1333.19
2.53,2.51,95.78,1.2,1.82,10955,46970,2.27,2.61,5.61,3.09,761,228,0,0,957.1,473.86
2.7,2.39,91.74,5.56,1.24,42436,84441,1.49,1.42,1.82,2.08,4726,824,0,0,1642.9,435.34
2.59,2.42,95.08,1.77,2.01,76060,34528,6.39,6.52,8.52,5.96,5586,1167,84,0,2569.9,802.29
2.75,41.65,55.77,0.38,2.79,0,19077,14.04,25.49,12.58,8.43,389,1061,35,0,952.2,1548.63
2.59,3.42,93.05,1.74,41.85,40091,47506,3.79,6.47,4.82,4.03,14275,1101,0,0,3272.2,2479.53
2.35,6.3,92.55,0.74,0.78,35445,22859,10.46,15.82,13.43,4.28,461,1298,59,0,3450.1,1088.02
2.46,2.26,94.83,1.96,2.01,28863,40543,4.03,5.32,7.43,3.5,1737,611,15,0,1624.6,411.85
2.73,30.08,58.09,5.75,14,63535,22468,4.39,14.5,5.11,9.52,5394,3191,19,6,2215.9,1352.82
2.7,3.48,91.95,4.07,1.09,0,18022,2.42,30.75,6.27,8.03,1469,834,70,0,3226.8,781.84
2.49,9.42,89.8,0.51,0.5,0,19259,11,23.33,22.98,9.34,91,340,0,0,951.5,791.11
2.65,3.01,95.4,1.06,1.17,85866,39215,4.33,5.65,5.69,6.03,5240,1479,12,0,2939.4,550.8
2.54,8.69,88.92,1.78,2.02,50241,41814,3.83,4.36,6.97,3.83,3753,1097,28,0,1543.8,450.19
2.94,2.72,93.82,1.69,6.08,22851,50492,1.82,2.94,2.01,3.72,971,292,0,0,1061.7,380.02
3.04,1.06,47.96,32.45,36.29,37120,32559,11.63,15.17,14.87,6.15,15840,520,0,0,8664.8,1173.6
2.48,1.9,88.68,5.11,9.42,41958,25982,4.81,27.39,3.79,5.68,3616,925,116,1,4363.4,908.42
2.49,2.64,92.83,2.49,4.62,43762,42453,1.52,3.56,1.76,3.53,1782,1262,0,0,4219.2,656.6
3.17,0.66,97.42,1.28,0.84,24854,44920,2.79,3.03,1.96,3.86,348,254,0,0,662.7,355.69
2.48,0.19,98.55,0.9,0.63,0,26771,7.05,8.08,13.58,4.82,228,238,2,0,1787.2,500.23
3.87,5.03,92.79,0.94,1.56,0,14990,12.29,44.45,7.68,11.35,404,291,0,0,2044.6,743.38
2.64,3.42,94.14,0.58,6.68,16513,31053,3.67,8.58,6.09,4.93,295,315,0,0,3058,1049.44
2.58,19.9,76.64,0.59,4.12,70316,25377,6.11,16.98,7.78,7.22,1694,3087,42,9,1297.6,1764.37
2.92,39.05,56.74,2.61,2.91,261229,23563,9.33,19.32,8.78,6.1,9766,9284,253,29,4690.3,1530.41
2.52,63.27,35.96,0.56,0.39,264394,19193,10.79,24.82,10.65,9.24,3181,12254,549,230,1728.9,2448.21
2.57,46.2,53.46,0.16,0.46,0,14579,16.06,37.49,15.74,10.95,73,458,1,0,1532.4,2210.8
2.93,5.54,84.65,1.07,18.74,0,33228,2.52,9.05,6.79,4.03,1410,1131,0,0,1561.8,506.93
2.71,26.6,58.54,2.32,26.5,141686,28704,13.24,17.07,17.99,10.62,20731,4896,201,12,8545.4,2745.44
2.66,0.22,99.04,0.45,0.38,11284,32624,3.56,5.21,5.78,2.91,199,137,0,0,1693.4,563.12
2.82,6.17,90.75,2.5,1.07,16654,55465,2.2,1.58,2.26,3.19,1041,385,0,0,1015.5,399.15
2.77,0.11,83.58,15.57,3.24,11365,57309,1.53,2.16,5.17,4.13,3141,88,0,0,4129.7,684.17
2.72,5.68,91.57,1.89,1.82,16848,34826,5.02,8.85,8.27,4.29,499,490,24,0,1317.5,935.87
2.47,0.56,97.03,1.94,0.91,12809,42358,1.14,3.62,2.98,2.46,678,259,0,2,743.7,955.29
2.74,0.28,99,0.42,0.49,0,28815,4.47,7.29,5.84,3.34,50,158,0,0,1307.3,420.27
2.55,9.19,89.93,0.63,0.93,30108,38605,2.81,5.81,3.14,1.97,691,655,0,0,1333.6,475.24
2.43,0.03,96.36,0.5,4.9,0,23381,7.18,11.62,13.22,9.37,215,397,0,0,1849.7,454.29
2.6,24.27,72.26,0.14,5.28,0,23238,10.02,20.24,13.27,7.72,310,572,0,0,985.4,2095.68
2.27,14.91,80.51,0.88,15.71,28564,21665,4.46,17.08,14.15,5.64,5824,3067,0,23,4911.3,3266.91
2.87,1.21,96.68,1.47,2.55,14797,42235,2.68,2.88,7.25,2.87,624,206,0,0,1087.2,173.6
2.69,22.54,75.77,0.67,1.76,0,23127,7.07,16.41,9.71,7.88,674,1433,0,0,1665.8,1239.8
2.69,6.39,89.78,0.56,5.89,80375,27770,9.97,12.73,9.18,7.8,4030,1278,61,0,3599.2,1001.07
2.99,2.58,81.9,14.72,2.66,0,76907,2.52,3.32,2.23,2.85,2438,466,5,0,594.6,261.14
2.49,2.24,77.75,2.33,31.46,85571,33667,6.01,12.68,10.13,4.6,19281,1878,314,46,4371.2,1089.99
3.29,79.99,15.08,0.27,6.49,29767,23201,20.55,25.57,13.23,17.3,1315,1234,51,0,4637.2,2712.3
2.44,36.62,62.66,0.49,0.52,53056,20413,9.47,18.96,20.69,8.71,359,1585,61,0,1189.2,708.38
2.45,1.17,98.04,0.23,0.6,0,20533,7.81,15.86,9.27,9.68,141,491,0,6,2530.4,1040.01
3.35,1.55,78.88,6.63,22.02,25494,60368,3.37,4.29,6.97,3.58,3914,294,0,0,2007.4,545.21
2.2,5.46,93.04,0.88,1.11,12322,25015,3.53,9.92,7.97,4.97,196,667,0,0,1839.1,1024.91
2.37,55.99,43.04,0.61,0.75,44639,15315,17.75,33.31,20.83,9.64,754,2769,89,21,2191.6,2838.27
3.19,2.42,96.42,0.95,0.7,26989,47346,1.55,2.33,1.84,2.41,419,351,0,0,1808.4,543.85
3.34,7.17,90.34,1.12,4.49,0,46566,3.74,4.71,9.48,4.9,696,255,10,0,252.4,172.44
2.64,5.73,87.64,5.58,4.42,39103,49777,3.47,4.14,6.64,4.03,6245,435,25,0,3115.4,758.42
2.53,1.32,91.07,6.28,2.46,35800,42299,2.07,3.63,1.84,2.85,3425,819,0,0,2393,611.16
2.94,4.44,91.87,2.88,2.81,15850,56478,2.09,3.74,6.1,3.51,1683,164,12,0,3651.4,208.28
2.25,3.1,87.43,8.38,2.92,54718,45598,4.07,8.61,3.05,4.8,11703,996,16,0,7778.6,659.96
2.78,0.39,97.37,0.45,0.75,14212,52044,4.77,3.91,1.89,4.75,628,950,3,0,942.9,347.32
2.62,42.35,56.71,0.77,0.59,0,21851,11.51,21.33,20.39,8.82,400,1177,5,0,952.1,2062.27
4.58,0.53,38.18,1.29,87.53,42355,23819,15.54,26.08,48.23,13.37,22068,302,0,0,16265.4,1568.77
2.69,27.22,65.22,0.79,9.64,0,22357,7.75,20.94,13.67,6.37,1576,1266,39,0,1236.1,1441.59
2.61,6.44,86.37,5.34,5.43,0,49849,2.26,2.82,3.07,3.37,2372,505,14,0,1378.1,378.69
2.57,0.17,98.58,0.62,0.9,0,29492,5.6,7.43,12.78,3.23,125,281,3,0,2059.4,315.66
2.51,0.83,94.67,3.37,1.86,12362,37159,2.5,3.63,2.41,3.3,796,227,0,0,2241.3,1357.57
2.43,5.93,93.13,0.74,0.69,27291,42113,1.6,2.82,5.18,3.12,577,487,0,0,2921.9,347
3.08,0.95,78.23,17.73,8.11,53691,56255,4.66,3.54,3.83,3.96,10439,612,0,3,5813.2,706.79
2.57,17.99,81.05,0.51,0.92,0,32348,4.79,7.25,10.81,3.52,323,920,0,0,760.1,610.44
2.33,8.56,90.13,0.58,1.16,0,22193,6.77,16.07,14.44,8.38,238,630,36,0,3009.6,1349.37
2.74,29.48,68.08,0.6,3.41,0,25751,8.94,16.42,13.34,6.16,438,512,0,0,1653.5,1688.23
2.32,0.23,98.62,1.03,0.48,14507,25482,4.92,9.08,8.2,4.06,368,317,0,0,6527.6,238.65
2.75,24.78,73.19,0.91,2.56,0,20429,14.24,26.19,13.76,7.35,322,514,86,0,1793.9,1201.6
