previous,age,income,education,reside,gender,children,region
No,38,25-49,Highschool,14,Male,1,West
No,39,Less than 25,College,12,Male,0,West
No,33,75+,Some college,8,Male,0,West
No,35,25-49,Highschool,11,Male,1,West
No,61,25-49,Some college,12,Male,1,West
No,42,25-49,Some college,9,Male,0,West
No,36,25-49,Highschool,13,Male,1,West
No,32,75+,Postgraduate,13,Male,0,West
No,31,Less than 25,College,8,Male,0,West
No,38,50-74,Postgraduate,12,Male,2,West
No,45,75+,Postgraduate,3,Male,3,West
No,34,Less than 25,College,9,Male,0,West
No,51,75+,Some college,14,Male,3,West
No,45,75+,Some college,6,Male,0,West
No,56,75+,Highschool,16,Male,3,West
No,14,75+,College,16,Male,0,West
Yes,32,50-74,Less than highschool,8,Male,2,West
No,47,75+,Some college,5,Male,3,West
No,38,25-49,Less than highschool,10,Male,1,West
No,40,Less than 25,Some college,4,Male,0,West
No,47,25-49,Some college,6,Male,0,West
No,46,50-74,College,16,Male,2,West
No,38,Less than 25,Less than highschool,8,Male,0,West
No,28,Less than 25,Postgraduate,9,Male,0,West
No,28,Less than 25,Less than highschool,16,Male,0,West
No,32,25-49,Less than highschool,11,Male,0,West
No,39,75+,Highschool,12,Male,0,West
No,37,75+,College,9,Male,0,West
No,53,50-74,College,11,Male,4,West
No,28,Less than 25,Highschool,4,Male,0,West
No,47,50-74,Less than highschool,10,Male,2,West
No,52,50-74,Highschool,12,Male,1,West
No,47,25-49,Less than highschool,9,Male,1,West
No,17,75+,Some college,5,Male,0,West
No,42,25-49,Some college,12,Male,1,West
No,29,Less than 25,College,7,Male,0,West
No,35,25-49,Highschool,7,Male,0,West
No,57,75+,Postgraduate,13,Male,0,West
No,35,Less than 25,Less than highschool,9,Male,0,West
No,45,50-74,College,7,Male,2,West
No,45,25-49,Less than highschool,14,Male,1,West
No,48,Less than 25,Less than highschool,9,Male,0,West
No,52,50-74,Highschool,12,Male,1,West
No,17,75+,Less than highschool,5,Male,0,West
No,54,50-74,Less than highschool,10,Male,1,West
No,41,50-74,Some college,9,Male,2,West
No,51,75+,Postgraduate,6,Male,0,West
No,26,75+,Postgraduate,12,Male,0,West
No,33,50-74,Postgraduate,8,Male,0,West
No,42,Less than 25,Postgraduate,10,Male,0,West
No,41,25-49,College,13,Male,1,West
No,31,Less than 25,Less than highschool,2,Male,0,West
No,31,75+,Postgraduate,10,Male,0,West
No,35,Less than 25,Postgraduate,5,Male,0,West
No,33,Less than 25,Highschool,14,Male,0,West
Yes,50,25-49,Less than highschool,11,Male,3,West
No,19,Less than 25,Highschool,7,Male,0,West
No,45,75+,Postgraduate,12,Male,0,West
No,62,25-49,Postgraduate,13,Male,2,West
No,42,75+,Some college,9,Male,0,West
No,42,25-49,Postgraduate,12,Male,0,West
No,51,Less than 25,College,7,Male,0,West
No,50,50-74,Highschool,11,Male,2,West
No,14,Less than 25,Highschool,10,Male,0,West
No,51,75+,Some college,8,Male,2,West
No,44,50-74,Some college,12,Male,3,West
No,52,50-74,Postgraduate,8,Male,1,West
No,45,50-74,Less than highschool,5,Male,0,West
No,30,Less than 25,Postgraduate,12,Male,0,West
No,49,25-49,College,10,Male,3,West
No,48,25-49,Less than highschool,16,Male,1,West
No,43,50-74,College,10,Male,2,West
No,29,Less than 25,College,10,Male,0,West
No,26,50-74,Highschool,12,Male,0,West
No,40,75+,Some college,12,Male,0,West
No,49,50-74,Postgraduate,10,Male,2,West
No,40,Less than 25,Some college,4,Male,0,West
No,22,25-49,Highschool,13,Male,0,West
No,40,75+,Postgraduate,12,Male,0,West
No,44,Less than 25,Postgraduate,11,Male,0,West
No,41,25-49,Highschool,7,Male,0,West
No,54,50-74,Some college,10,Male,1,West
No,21,Less than 25,Less than highschool,12,Male,0,West
No,45,50-74,Less than highschool,7,Male,2,West
No,52,25-49,Postgraduate,8,Male,1,West
No,23,75+,College,5,Male,0,West
No,41,Less than 25,Some college,13,Male,0,West
No,51,75+,College,12,Male,0,West
No,52,75+,Less than highschool,10,Male,0,West
No,39,50-74,Highschool,16,Male,1,West
No,41,Less than 25,Less than highschool,16,Male,0,West
No,40,75+,Highschool,9,Male,0,West
No,36,50-74,Less than highschool,2,Male,2,West
No,18,25-49,Less than highschool,8,Male,0,West
No,45,Less than 25,Highschool,11,Male,0,West
No,30,Less than 25,Postgraduate,11,Male,0,West
No,52,50-74,Less than highschool,13,Male,1,West
No,34,Less than 25,Some college,11,Male,0,West
No,28,25-49,Postgraduate,9,Male,1,West
No,49,50-74,Postgraduate,8,Male,2,West
No,36,75+,Some college,12,Male,0,West
No,15,Less than 25,College,13,Male,0,West
No,21,Less than 25,Some college,13,Male,0,West
No,43,75+,Less than highschool,15,Male,0,West
No,25,25-49,Highschool,11,Male,0,West
No,72,50-74,Some college,11,Male,2,West
No,32,75+,College,10,Male,0,West
No,30,25-49,College,2,Male,0,West
No,59,50-74,Highschool,11,Male,2,West
No,43,50-74,Postgraduate,11,Male,3,West
No,29,25-49,College,8,Male,1,West
No,30,Less than 25,Less than highschool,11,Male,0,West
No,22,50-74,Some college,16,Male,0,West
No,27,75+,College,7,Male,0,West
No,49,25-49,Some college,6,Male,1,West
No,55,25-49,Highschool,12,Male,1,West
No,38,75+,Postgraduate,8,Male,0,West
No,46,75+,Highschool,10,Male,0,West
No,45,Less than 25,Highschool,12,Male,0,West
No,44,25-49,Highschool,15,Male,1,West
No,40,75+,Highschool,10,Male,0,West
No,31,75+,Some college,15,Male,0,West
No,48,50-74,Less than highschool,9,Male,3,West
No,36,75+,Postgraduate,10,Male,0,West
No,33,75+,Some college,11,Male,0,West
No,38,75+,Less than highschool,8,Male,0,West
No,16,25-49,College,11,Male,0,West
No,33,75+,College,9,Male,0,West
No,49,50-74,College,8,Male,1,West
No,35,Less than 25,Postgraduate,6,Male,0,West
No,49,25-49,Highschool,9,Male,2,West
No,44,25-49,Less than highschool,7,Male,0,West
No,21,Less than 25,Less than highschool,7,Male,0,West
No,26,Less than 25,Highschool,8,Male,0,West
No,30,25-49,Postgraduate,10,Male,0,West
No,61,50-74,Less than highschool,7,Male,2,West
No,44,50-74,College,6,Male,3,West
No,17,25-49,Highschool,6,Male,0,West
No,36,25-49,Some college,9,Male,1,West
No,44,Less than 25,Postgraduate,17,Male,0,West
No,33,75+,Postgraduate,11,Male,0,West
No,35,25-49,Highschool,10,Male,1,West
Yes,49,25-49,Less than highschool,6,Male,1,West
No,54,25-49,College,11,Male,3,West
No,47,75+,Highschool,12,Male,3,West
No,22,Less than 25,Some college,8,Male,0,West
No,49,50-74,Some college,10,Male,2,West
Yes,48,75+,College,7,Male,2,West
No,41,50-74,Less than highschool,8,Male,2,West
No,37,25-49,College,8,Male,0,West
No,68,75+,College,12,Male,2,West
No,46,Less than 25,Postgraduate,6,Male,0,West
No,48,Less than 25,College,9,Male,0,West
No,51,25-49,Some college,9,Male,1,West
No,59,50-74,College,11,Male,3,West
No,41,75+,Less than highschool,12,Male,0,West
No,31,Less than 25,Highschool,17,Male,0,West
No,33,Less than 25,Postgraduate,9,Male,0,West
No,60,50-74,Less than highschool,13,Male,2,West
No,35,25-49,Some college,3,Male,1,West
No,20,25-49,College,5,Male,0,West
No,37,Less than 25,Less than highschool,11,Male,0,West
No,28,Less than 25,Some college,7,Male,0,West
No,35,75+,Postgraduate,6,Male,0,West
No,51,50-74,Postgraduate,9,Male,2,West
No,53,Less than 25,Some college,10,Male,0,West
No,62,50-74,College,15,Male,3,West
No,30,Less than 25,Highschool,6,Male,0,West
No,33,75+,College,11,Male,0,West
No,26,50-74,Less than highschool,10,Male,1,West
No,42,50-74,Highschool,14,Male,2,West
No,27,25-49,Highschool,9,Male,0,West
No,29,75+,Less than highschool,12,Male,0,West
No,40,50-74,Less than highschool,12,Male,1,West
No,19,Less than 25,Postgraduate,8,Male,0,West
No,51,Less than 25,Less than highschool,14,Male,0,West
No,29,Less than 25,Postgraduate,6,Male,0,West
No,40,Less than 25,College,2,Male,0,West
No,67,50-74,Some college,9,Male,2,West
No,30,75+,Highschool,11,Male,0,West
No,60,25-49,Highschool,8,Male,1,West
No,31,Less than 25,Some college,5,Male,0,West
No,36,Less than 25,Postgraduate,12,Male,0,West
No,26,75+,College,10,Male,0,West
No,48,50-74,Highschool,12,Male,1,West
No,51,75+,Less than highschool,10,Male,0,West
No,59,75+,Less than highschool,10,Male,2,West
No,22,50-74,Less than highschool,13,Male,3,West
No,18,25-49,Less than highschool,6,Male,0,West
No,24,75+,College,9,Male,0,West
No,37,Less than 25,College,12,Male,0,West
No,29,Less than 25,Postgraduate,10,Male,0,West
No,40,25-49,College,6,Male,0,West
Yes,52,Less than 25,Postgraduate,12,Male,0,West
No,49,75+,Highschool,8,Male,3,West
No,29,Less than 25,Postgraduate,6,Male,0,West
No,31,Less than 25,Highschool,11,Male,0,West
No,41,Less than 25,College,7,Male,0,West
No,34,25-49,Less than highschool,11,Male,1,West
No,36,75+,Some college,11,Male,0,West
No,54,75+,Some college,11,Male,0,West
No,42,50-74,Highschool,11,Male,1,West
No,40,25-49,College,10,Male,1,West
No,43,25-49,Highschool,4,Male,1,West
No,61,50-74,Some college,12,Male,1,West
No,44,50-74,Postgraduate,8,Male,1,West
No,35,75+,College,12,Male,0,West
No,61,50-74,College,7,Male,1,West
No,31,75+,Highschool,5,Male,0,West
No,37,75+,Less than highschool,9,Male,0,West
No,19,Less than 25,Postgraduate,7,Male,0,West
No,29,75+,Some college,11,Male,0,West
No,43,75+,Postgraduate,13,Male,0,West
No,54,50-74,Postgraduate,5,Male,2,West
No,27,75+,Highschool,10,Male,0,West
No,54,50-74,Less than highschool,10,Male,1,West
No,51,50-74,Less than highschool,8,Male,0,West
No,41,75+,Some college,9,Male,0,West
No,26,25-49,Some college,8,Male,0,West
No,31,75+,Postgraduate,7,Male,0,West
No,43,Less than 25,Postgraduate,12,Male,0,West
No,53,Less than 25,Highschool,10,Male,0,West
No,18,25-49,Postgraduate,12,Male,0,West
No,32,75+,College,11,Male,0,West
No,40,Less than 25,Less than highschool,12,Male,0,West
No,46,50-74,College,11,Male,1,West
No,29,75+,Less than highschool,9,Male,0,West
No,49,75+,Highschool,9,Male,0,West
No,49,25-49,Highschool,13,Male,1,West
No,20,Less than 25,Less than highschool,7,Male,0,West
No,41,75+,Less than highschool,7,Male,3,West
No,38,75+,Highschool,8,Male,0,West
No,46,25-49,Less than highschool,8,Male,0,West
No,30,75+,Highschool,15,Male,0,West
No,42,25-49,Highschool,5,Male,0,West
No,37,25-49,Less than highschool,14,Male,1,West
No,32,75+,Highschool,10,Male,0,West
No,49,25-49,Some college,9,Male,0,West
No,41,50-74,Less than highschool,11,Male,1,West
No,38,50-74,College,7,Male,1,West
No,58,50-74,Highschool,7,Male,2,West
No,20,Less than 25,College,8,Male,0,West
No,45,25-49,Some college,7,Male,3,West
No,32,50-74,College,13,Male,1,West
No,47,50-74,Less than highschool,7,Male,0,West
No,30,25-49,College,15,Male,0,West
No,41,75+,Highschool,13,Male,0,West
No,31,75+,Postgraduate,11,Male,0,West
No,38,50-74,College,13,Male,3,West
No,46,25-49,College,10,Male,1,West
No,19,25-49,Highschool,9,Male,0,West
No,57,50-74,Highschool,12,Male,2,West
No,57,75+,Postgraduate,7,Male,0,West
No,54,Less than 25,College,12,Male,0,West
No,54,50-74,College,9,Male,1,West
No,45,Less than 25,Less than highschool,12,Male,0,West
No,27,75+,College,8,Male,0,West
No,41,75+,Highschool,14,Male,0,West
Yes,43,Less than 25,Some college,5,Male,0,West
No,35,50-74,Less than highschool,11,Male,0,West
No,25,75+,Some college,15,Male,0,West
No,27,25-49,Highschool,9,Male,0,West
No,29,25-49,Highschool,9,Male,1,West
No,32,Less than 25,College,8,Male,0,West
No,50,25-49,Less than highschool,7,Male,0,West
No,58,75+,Some college,13,Male,0,West
No,64,50-74,Some college,7,Male,3,West
No,49,50-74,Less than highschool,9,Male,3,West
No,49,25-49,Highschool,11,Male,2,West
No,39,25-49,College,9,Male,1,West
No,42,25-49,College,8,Male,0,West
No,26,50-74,Postgraduate,13,Male,0,West
No,48,25-49,Some college,13,Male,1,West
No,32,50-74,College,9,Male,2,West
No,38,75+,Some college,13,Male,0,West
No,43,50-74,Postgraduate,11,Male,2,West
No,35,Less than 25,Less than highschool,4,Male,0,West
No,25,25-49,Less than highschool,12,Male,1,West
No,27,75+,College,7,Male,0,West
No,39,Less than 25,Some college,8,Male,0,West
No,40,75+,Highschool,8,Male,0,West
No,54,50-74,Less than highschool,13,Male,1,West
No,44,75+,Some college,4,Male,0,West
No,35,Less than 25,College,10,Male,0,West
No,38,25-49,College,13,Male,0,West
No,36,25-49,College,8,Male,1,West
No,34,25-49,Highschool,13,Male,1,West
No,37,25-49,Postgraduate,11,Male,0,West
No,20,Less than 25,College,12,Male,0,West
No,47,75+,Less than highschool,5,Male,0,West
No,49,25-49,Less than highschool,8,Male,1,West
No,39,25-49,College,9,Male,0,West
No,32,25-49,College,3,Male,0,West
No,27,75+,College,12,Male,0,West
No,55,Less than 25,Some college,9,Male,0,West
No,29,Less than 25,Postgraduate,9,Male,0,West
No,43,75+,Some college,11,Male,0,West
No,47,50-74,Highschool,10,Male,1,West
No,42,25-49,Postgraduate,9,Male,1,West
No,33,75+,College,13,Male,0,West
No,34,25-49,Less than highschool,9,Male,0,West
No,53,50-74,Some college,11,Male,1,West
No,43,75+,Less than highschool,10,Male,0,West
No,50,75+,Some college,11,Male,0,West
No,31,25-49,Less than highschool,12,Male,0,West
No,68,25-49,Highschool,3,Male,1,West
No,36,Less than 25,Postgraduate,11,Male,0,West
No,37,Less than 25,Highschool,8,Male,0,West
No,39,75+,College,10,Male,0,West
No,27,Less than 25,Highschool,1,Male,0,West
No,31,75+,Highschool,9,Male,0,West
No,31,25-49,Less than highschool,13,Male,0,West
No,58,50-74,Some college,10,Male,2,West
No,41,75+,Some college,8,Male,0,West
Yes,28,25-49,Highschool,7,Male,0,West
No,43,50-74,College,7,Male,3,West
No,25,25-49,Postgraduate,14,Male,1,West
No,53,50-74,College,6,Male,4,West
No,34,Less than 25,Some college,12,Male,0,West
No,54,50-74,Highschool,16,Male,4,West
No,43,75+,Highschool,9,Male,0,West
No,45,25-49,Some college,10,Male,2,West
No,55,50-74,College,5,Male,2,West
No,47,75+,Highschool,8,Male,3,West
No,46,75+,Some college,7,Male,2,West
No,52,75+,Less than highschool,10,Male,2,West
No,54,75+,Less than highschool,13,Male,3,West
No,48,25-49,Some college,11,Male,3,West
No,52,25-49,Less than highschool,9,Male,2,West
No,47,75+,Some college,13,Male,0,West
No,42,50-74,Less than highschool,8,Male,0,West
No,29,Less than 25,Some college,6,Male,1,West
No,44,75+,Less than highschool,11,Male,2,West
No,38,25-49,Less than highschool,10,Male,0,West
No,48,75+,College,14,Male,3,West
No,60,75+,Highschool,6,Male,3,West
No,48,50-74,College,8,Male,2,West
No,39,75+,Less than highschool,10,Male,1,West
No,62,75+,Postgraduate,10,Male,2,West
No,49,25-49,Postgraduate,12,Male,2,West
No,30,25-49,College,8,Male,1,West
No,36,50-74,Postgraduate,6,Male,1,West
No,63,75+,Postgraduate,14,Male,3,West
No,46,50-74,College,9,Male,3,West
No,38,25-49,Some college,13,Male,1,West
No,38,75+,College,12,Male,0,West
No,34,75+,College,11,Male,1,West
No,29,Less than 25,College,6,Male,1,West
No,26,75+,Postgraduate,5,Male,0,West
No,42,25-49,Some college,12,Male,3,West
No,46,50-74,College,11,Male,3,West
No,46,25-49,Less than highschool,9,Male,2,West
No,66,75+,Postgraduate,15,Male,2,West
No,42,75+,Postgraduate,13,Male,3,West
No,61,75+,Some college,8,Male,2,West
No,49,50-74,Postgraduate,10,Male,2,West
No,51,50-74,Less than highschool,1,Male,2,West
No,66,75+,Highschool,4,Male,2,West
No,51,25-49,Less than highschool,15,Male,3,West
No,44,25-49,College,9,Male,2,West
No,54,75+,Some college,12,Male,2,West
No,32,75+,College,8,Male,0,West
No,34,25-49,Less than highschool,13,Male,1,West
No,37,25-49,Postgraduate,8,Male,1,West
Yes,43,75+,Less than highschool,7,Male,2,West
No,49,50-74,College,9,Male,3,West
No,49,75+,College,12,Male,3,West
No,60,75+,Less than highschool,10,Male,2,West
No,58,75+,Some college,7,Male,3,West
No,68,75+,Some college,8,Male,0,West
No,62,75+,Postgraduate,13,Male,2,West
No,42,50-74,College,9,Male,3,West
No,47,50-74,College,6,Male,2,West
No,49,25-49,College,6,Male,3,West
No,44,25-49,Less than highschool,4,Male,3,West
No,41,25-49,Highschool,9,Male,2,West
No,50,75+,College,7,Male,2,West
No,60,75+,Highschool,11,Male,3,West
No,50,50-74,College,7,Male,3,West
No,52,25-49,College,5,Male,3,West
No,54,75+,Highschool,11,Male,2,West
No,49,75+,College,9,Male,2,West
No,55,75+,Some college,9,Male,2,West
No,48,75+,Postgraduate,8,Male,3,West
No,54,50-74,Less than highschool,15,Male,0,West
No,35,25-49,Postgraduate,15,Male,2,West
No,54,50-74,College,6,Male,3,West
No,45,75+,Some college,8,Male,0,West
No,61,50-74,College,10,Male,3,West
No,56,75+,College,15,Male,3,West
No,41,25-49,Less than highschool,12,Male,2,West
No,56,75+,Postgraduate,12,Male,2,West
No,47,50-74,Some college,4,Male,3,West
No,42,75+,Postgraduate,12,Male,2,West
No,44,50-74,Less than highschool,16,Male,2,West
No,53,50-74,Postgraduate,4,Male,2,West
No,53,25-49,Some college,11,Male,2,West
No,27,50-74,Some college,10,Male,2,West
No,49,25-49,Postgraduate,9,Male,2,West
No,41,75+,Less than highschool,9,Male,0,West
No,46,75+,Postgraduate,8,Male,2,West
No,63,75+,College,7,Male,2,West
No,65,75+,Some college,15,Male,2,West
Yes,49,75+,Postgraduate,17,Male,0,West
No,50,50-74,Highschool,9,Male,2,West
No,47,50-74,College,6,Male,2,West
Yes,55,50-74,Postgraduate,12,Male,3,West
No,52,25-49,Less than highschool,13,Male,2,West
No,38,75+,Some college,3,Male,0,West
No,52,75+,Less than highschool,9,Male,0,West
No,34,50-74,College,6,Male,2,West
No,61,50-74,Some college,9,Male,3,West
No,45,50-74,College,10,Male,2,West
No,46,50-74,College,6,Male,2,West
No,50,75+,Postgraduate,10,Male,2,West
Yes,44,75+,Less than highschool,6,Male,3,West
No,47,25-49,Less than highschool,11,Male,2,West
No,50,75+,Less than highschool,7,Male,0,West
No,51,25-49,College,10,Male,3,West
No,49,25-49,Postgraduate,10,Male,3,West
No,67,75+,Postgraduate,15,Male,2,West
No,41,50-74,Some college,11,Male,3,West
No,51,25-49,Less than highschool,7,Male,3,West
No,42,50-74,Less than highschool,13,Male,0,West
No,54,75+,Highschool,6,Male,3,West
No,58,50-74,Postgraduate,17,Male,3,West
No,61,75+,Postgraduate,3,Male,3,West
No,35,Less than 25,Highschool,7,Male,1,West
No,47,75+,Highschool,11,Male,3,West
No,51,50-74,Highschool,10,Male,3,West
No,54,75+,Some college,4,Male,0,West
No,49,75+,College,9,Male,2,West
No,57,25-49,College,10,Male,3,West
No,55,75+,Highschool,9,Male,3,West
No,50,75+,College,8,Male,0,West
No,55,50-74,Some college,8,Male,2,West
No,43,75+,Highschool,8,Male,2,West
No,23,25-49,College,14,Male,2,West
No,35,Less than 25,College,12,Male,1,West
No,43,75+,Postgraduate,9,Male,2,West
No,61,75+,College,9,Male,2,West
No,40,50-74,Some college,5,Male,2,West
No,58,75+,Some college,8,Male,0,West
No,48,75+,College,7,Male,0,West
No,58,75+,Less than highschool,6,Male,0,West
No,64,75+,College,7,Male,2,West
No,73,50-74,Less than highschool,10,Male,2,West
No,43,50-74,Some college,11,Male,3,West
No,29,25-49,College,13,Male,1,West
No,52,25-49,Some college,4,Male,2,West
No,49,75+,College,13,Male,3,West
No,64,75+,Highschool,8,Male,2,West
No,55,25-49,Highschool,8,Male,3,West
No,65,75+,Less than highschool,15,Male,2,West
No,63,75+,College,9,Male,3,West
No,33,Less than 25,College,4,Male,1,West
No,52,75+,College,11,Male,2,West
No,49,25-49,Some college,7,Male,3,West
No,33,75+,Some college,14,Male,0,West
No,59,75+,Less than highschool,13,Male,2,West
No,45,50-74,Some college,11,Male,3,West
No,62,25-49,Postgraduate,11,Male,2,West
No,44,50-74,College,8,Male,3,West
No,66,75+,College,9,Male,2,West
No,67,75+,Some college,13,Male,2,West
No,36,25-49,Less than highschool,14,Male,1,West
No,59,75+,Highschool,7,Male,2,West
No,40,25-49,Postgraduate,8,Male,2,West
No,55,75+,Some college,11,Male,3,West
No,39,25-49,Postgraduate,7,Male,1,West
No,50,75+,College,7,Male,3,West
No,61,75+,Postgraduate,9,Male,2,West
No,52,50-74,Less than highschool,14,Male,0,West
No,53,75+,Postgraduate,8,Male,2,West
No,61,25-49,Postgraduate,6,Male,2,West
No,73,75+,College,11,Male,2,West
No,53,25-49,Highschool,6,Male,2,West
No,55,75+,Less than highschool,8,Male,3,West
No,37,Less than 25,College,16,Male,1,West
No,50,75+,Some college,5,Male,0,West
No,61,75+,Less than highschool,10,Male,2,West
No,49,75+,College,5,Male,3,West
No,46,50-74,College,4,Male,2,West
No,41,75+,College,13,Male,2,West
No,47,75+,Postgraduate,10,Male,2,West
No,52,75+,Some college,10,Male,2,West
No,49,50-74,Some college,11,Male,3,West
No,54,75+,Some college,9,Male,0,West
No,48,50-74,Less than highschool,11,Male,0,West
No,45,50-74,Less than highschool,8,Male,2,West
No,67,75+,College,9,Male,0,West
No,64,75+,Less than highschool,14,Male,2,West
No,35,75+,Postgraduate,6,Male,1,West
No,42,25-49,Postgraduate,10,Male,3,West
No,46,75+,College,6,Male,2,West
No,56,25-49,College,9,Male,2,West
No,52,75+,Postgraduate,9,Male,0,West
No,49,75+,College,11,Male,0,West
No,40,Less than 25,Less than highschool,3,Male,1,West
No,66,75+,Some college,8,Male,2,West
No,52,25-49,Highschool,15,Male,2,West
No,43,75+,College,9,Male,2,West
No,45,25-49,Postgraduate,7,Male,2,West
No,52,50-74,Highschool,8,Male,3,West
No,32,75+,Highschool,18,Male,1,West
No,50,50-74,Highschool,15,Male,3,West
No,62,25-49,College,7,Male,2,West
No,51,50-74,Highschool,6,Male,2,West
No,63,75+,Less than highschool,6,Male,2,West
No,64,25-49,Postgraduate,11,Male,2,West
No,57,75+,College,10,Male,0,West
No,72,75+,College,4,Male,2,West
No,59,50-74,College,12,Male,3,West
Yes,54,50-74,Highschool,12,Male,2,West
No,41,25-49,Less than highschool,11,Male,2,West
No,52,25-49,Some college,12,Male,3,West
No,48,50-74,Some college,9,Male,3,West
No,54,75+,Postgraduate,12,Male,0,West
No,50,25-49,Postgraduate,4,Male,3,West
No,48,75+,Less than highschool,8,Male,2,West
No,59,75+,Postgraduate,11,Male,2,West
No,44,50-74,College,14,Male,2,West
No,72,75+,Less than highschool,4,Male,3,West
No,60,50-74,Some college,8,Male,3,West
No,67,75+,Less than highschool,7,Male,3,West
No,50,75+,Some college,8,Male,2,West
No,69,75+,Some college,4,Male,2,West
No,36,50-74,Postgraduate,2,Male,1,West
No,63,25-49,College,17,Male,3,West
No,37,Less than 25,College,10,Male,2,West
No,34,25-49,Postgraduate,9,Male,1,West
No,39,75+,Highschool,7,Male,2,West
No,42,25-49,College,7,Male,2,West
No,29,25-49,Postgraduate,12,Male,0,West
No,51,75+,Some college,15,Male,0,West
No,56,75+,Postgraduate,6,Male,2,West
No,48,Less than 25,Highschool,6,Male,0,West
No,31,75+,Postgraduate,11,Male,0,West
No,49,25-49,Less than highschool,5,Male,1,West
No,55,50-74,Highschool,13,Male,1,West
No,46,50-74,Highschool,13,Male,0,West
No,36,Less than 25,Some college,11,Male,0,West
No,38,50-74,Less than highschool,6,Male,1,West
No,43,50-74,Some college,12,Male,2,West
No,58,50-74,Highschool,10,Male,3,North
No,42,50-74,Less than highschool,8,Male,2,North
No,48,50-74,Highschool,8,Male,3,North
No,52,50-74,Less than highschool,7,Male,2,North
No,48,50-74,Highschool,12,Male,2,North
No,75,50-74,College,12,Male,3,North
No,69,50-74,College,16,Male,3,North
No,57,50-74,College,12,Male,3,North
No,46,75+,College,13,Male,0,North
No,60,50-74,College,10,Male,3,North
No,59,50-74,College,11,Male,2,North
No,57,50-74,College,10,Male,2,North
No,63,50-74,Highschool,13,Male,2,North
No,62,50-74,Highschool,12,Male,2,North
No,43,75+,College,9,Male,0,North
No,46,75+,College,5,Male,0,North
No,75,50-74,Highschool,7,Male,3,North
No,35,50-74,College,6,Male,0,North
No,40,25-49,College,8,Male,1,North
No,59,50-74,Highschool,13,Male,3,North
No,54,50-74,Highschool,10,Male,3,North
No,40,25-49,College,12,Male,2,North
No,54,50-74,College,10,Male,3,North
No,67,50-74,College,9,Male,2,North
No,58,50-74,Highschool,12,Male,3,North
No,44,50-74,Highschool,8,Male,2,North
No,41,50-74,Highschool,11,Male,2,North
No,53,50-74,Highschool,11,Male,3,North
No,56,75+,College,8,Male,0,North
No,73,50-74,Highschool,12,Male,3,North
No,59,50-74,Highschool,10,Male,3,North
Yes,51,50-74,College,11,Male,3,North
No,30,50-74,College,8,Male,0,North
No,33,25-49,College,10,Male,1,North
No,42,50-74,Highschool,11,Male,3,North
No,61,75+,College,6,Male,0,North
No,38,25-49,Postgraduate,14,Male,2,North
No,44,50-74,College,13,Male,2,North
No,49,50-74,College,6,Male,2,North
No,57,50-74,Highschool,9,Male,3,North
No,39,25-49,College,12,Male,2,North
No,65,75+,College,7,Male,0,North
No,60,50-74,College,8,Male,2,North
No,45,75+,College,10,Male,0,North
No,40,25-49,College,14,Male,2,North
No,49,50-74,College,8,Male,3,North
No,42,50-74,College,12,Male,2,North
No,54,50-74,College,2,Male,2,North
No,27,50-74,College,11,Male,1,North
No,45,50-74,College,7,Male,3,North
No,46,50-74,Highschool,16,Male,3,North
No,43,50-74,College,8,Male,2,North
No,59,50-74,College,9,Male,2,North
No,53,75+,Postgraduate,9,Male,3,East
No,59,25-49,Less than highschool,10,Male,3,East
No,33,Less than 25,Postgraduate,9,Male,1,East
No,58,75+,Postgraduate,9,Male,3,East
No,62,75+,Highschool,7,Male,2,East
No,61,75+,Some college,8,Male,2,East
No,54,75+,Postgraduate,7,Male,2,East
No,43,75+,Some college,13,Male,3,East
No,57,50-74,Some college,12,Male,3,East
No,53,75+,Less than highschool,6,Male,2,East
No,48,75+,Some college,11,Male,0,East
No,48,75+,Postgraduate,9,Male,2,East
No,32,75+,Highschool,6,Male,0,East
No,67,75+,Less than highschool,8,Male,2,East
No,58,75+,College,9,Male,2,East
No,45,25-49,Postgraduate,9,Male,3,East
No,45,25-49,Postgraduate,7,Male,2,East
No,42,25-49,Postgraduate,8,Male,3,East
No,63,50-74,Highschool,14,Male,2,East
No,49,25-49,Postgraduate,11,Male,3,East
Yes,55,50-74,Postgraduate,7,Male,2,East
No,42,75+,Less than highschool,16,Male,3,East
No,35,75+,Highschool,10,Male,0,East
No,51,25-49,Less than highschool,11,Male,2,East
No,52,25-49,Postgraduate,6,Male,2,East
No,50,75+,Less than highschool,10,Male,3,East
No,45,25-49,College,9,Male,3,East
No,51,25-49,Postgraduate,16,Male,3,East
No,48,75+,Highschool,8,Male,2,East
No,29,50-74,Highschool,16,Male,2,East
No,55,75+,Highschool,5,Male,3,East
No,53,25-49,Some college,10,Male,2,East
No,40,Less than 25,Postgraduate,7,Male,2,East
No,55,75+,Some college,16,Male,3,East
No,60,50-74,College,13,Male,2,East
No,65,75+,Postgraduate,5,Male,2,East
No,33,50-74,Some college,12,Male,1,East
No,50,50-74,College,8,Male,2,East
No,57,75+,Postgraduate,4,Male,2,East
No,23,75+,Postgraduate,8,Male,0,East
No,56,75+,Less than highschool,2,Male,3,East
No,53,75+,Less than highschool,11,Male,3,East
No,48,25-49,Less than highschool,9,Male,2,East
Yes,33,75+,College,8,Male,1,East
No,25,Less than 25,College,8,Male,1,East
