gender,card,type,items,spent
1,1,1,2,176.07
1,1,2,2,117
1,1,3,1,145.84
1,1,4,1,119.19
1,1,5,1,68.53
1,1,1,4,261.68
1,1,2,1,48.97
1,1,3,2,125.5
1,1,4,4,628.52
1,1,5,3,283.8
1,1,1,0,0
1,1,2,2,159.3
1,1,3,1,159.27
1,1,4,1,130.23
1,1,5,3,269.45
1,1,1,2,188.27
1,1,2,0,0
1,1,3,2,251.61
1,1,4,0,0
1,1,5,5,420.11
1,1,1,4,400.62
1,1,2,6,200.9
1,1,3,3,178.56
1,1,4,2,307.72
1,1,5,0,0
1,1,1,2,162.91
1,1,2,4,213.02
1,1,3,3,215.28
1,1,4,2,273.62
1,1,5,0,0
1,1,1,1,93.41
1,1,2,0,0
1,1,3,1,126.33
1,1,4,4,409.47
1,1,5,3,310.53
1,1,1,0,0
1,1,2,0,0
1,1,3,0,0
1,1,4,4,428.16
1,1,5,0,0
1,1,1,5,440.18
1,1,2,2,118.99
1,1,3,1,151.42
1,1,4,0,0
1,1,5,6,524.31
1,1,1,4,338.2
1,1,2,0,0
1,1,3,3,240.59
1,1,4,3,378.54
1,1,5,2,149.01
1,1,1,5,467.36
1,1,2,5,265.72
1,1,3,5,645.51
1,1,4,2,401.33
1,1,5,0,0
1,1,1,3,260.19
1,1,2,1,55.82
1,1,3,2,285.22
1,1,4,1,179.52
1,1,5,0,0
1,1,1,2,164.26
1,1,2,4,214.32
1,1,3,4,413.99
1,1,4,0,0
1,1,5,2,203.79
1,1,1,5,340.98
1,1,2,9,381.29
1,1,3,3,397.46
1,1,4,3,349.53
1,1,5,4,341.36
1,1,1,6,452.44
1,1,2,8,297.63
1,1,3,2,198.87
1,1,4,2,388.42
1,1,5,4,312.02
1,1,1,5,452.91
1,1,2,0,0
1,1,3,1,62.7
1,1,4,2,349.63
1,1,5,4,281
1,1,1,2,222.52
1,1,2,1,62.36
1,1,3,1,123.5
1,1,4,4,441.82
1,1,5,1,100.61
1,1,1,3,304.21
1,1,2,8,521.6
1,1,3,2,151.96
1,1,4,0,0
1,1,5,3,221.95
1,1,1,1,101.99
1,1,2,3,142.37
1,1,3,2,272.87
1,1,4,3,352.72
1,1,5,4,270.74
1,1,1,5,436.12
1,1,2,2,126.74
1,1,3,0,0
1,1,4,1,199.55
1,1,5,0,0
0,3,1,5,500.44
0,3,2,1,51.05
0,3,3,1,62.16
0,3,4,1,171.71
0,3,5,2,158.61
0,3,1,0,0
0,3,2,9,342.47
0,3,3,4,528.46
0,3,4,2,337.44
0,3,5,3,312.34
0,3,1,1,83.92
0,3,2,7,619.7
0,3,3,2,204
0,3,4,1,119.04
0,3,5,4,292.52
0,3,1,4,243.98
0,3,2,6,487.93
0,3,3,1,64.49
0,3,4,0,0
0,3,5,1,79.08
0,3,1,4,250.02
0,3,2,7,558.54
0,3,3,5,370.19
0,3,4,4,613.43
0,3,5,6,633.79
0,3,1,5,465.07
0,3,2,10,776.54
0,3,3,1,96.3
0,3,4,4,457.09
0,3,5,4,262.32
0,3,1,5,342.04
0,3,2,4,341.44
0,3,3,2,284.59
0,3,4,1,171.03
0,3,5,6,436.22
0,3,1,4,277.48
0,3,2,10,423.12
0,3,3,1,139.59
0,3,4,2,323.71
0,3,5,7,662.34
0,3,1,1,64.25
0,3,2,9,562.2
0,3,3,3,193.16
0,3,4,2,354.59
0,3,5,4,294.7
0,3,1,4,307.74
0,3,2,9,355.58
0,3,3,3,172.29
0,3,4,1,135.54
0,3,5,6,407.96
0,3,1,1,100.1
0,3,2,5,250.86
0,3,3,1,89.67
0,3,4,4,454.51
0,3,5,1,94.9
0,3,1,2,128.34
0,3,2,9,542.73
0,3,3,0,0
0,3,4,1,137.06
0,3,5,6,458.75
0,3,1,5,387.79
0,3,2,5,447.33
0,3,3,1,106.04
0,3,4,1,193.44
0,3,5,2,128.25
0,3,1,1,98.15
0,3,2,3,289.65
0,3,3,2,269.23
0,3,4,4,601.28
0,3,5,1,62.3
0,3,1,2,133.36
0,3,2,9,655.24
0,3,3,2,286.77
0,3,4,3,410.85
0,3,5,1,75.63
0,3,1,5,332.93
0,3,2,10,423.01
0,3,3,3,322.11
0,3,4,1,120.03
0,3,5,4,258.37
0,3,1,1,58.99
0,3,2,3,225.84
0,3,3,2,142.98
0,3,4,2,334.27
0,3,5,4,396.18
0,3,1,4,269.8
0,3,2,8,558.67
0,3,3,3,378.64
0,3,4,1,160.52
0,3,5,6,550
0,3,1,0,0
0,3,2,4,335.14
0,3,3,2,274.97
0,3,4,2,379.45
0,3,5,7,457.48
0,3,1,1,82.71
0,3,2,8,357.45
0,3,3,4,247.47
0,3,4,2,263.84
0,3,5,2,173.82
0,3,1,1,97.38
0,3,2,9,686.57
0,3,3,2,251.16
0,3,4,0,0
0,3,5,1,93.97
0,3,1,5,446.48
0,3,2,4,221.11
0,3,3,3,314.83
0,3,4,3,373.25
0,3,5,5,473.16
0,3,1,1,90.07
0,3,2,6,582.5
0,3,3,5,683.64
0,3,4,0,0
0,3,5,6,530.76
0,3,1,5,263.3
0,3,2,9,329.1
0,3,3,3,415.28
0,3,4,2,358.3
0,3,5,4,355.88
0,1,1,3,141.7
0,1,2,7,571.43
0,1,3,2,257.55
0,1,4,1,164.89
0,1,5,2,112.08
0,1,1,2,132.72
0,1,2,5,163.78
0,1,3,0,0
0,1,4,1,196.28
0,1,5,3,224.41
0,1,1,1,61.29
0,1,2,6,320.14
0,1,3,2,246.26
0,1,4,3,378.94
0,1,5,1,59.46
0,1,1,3,175.84
0,1,2,3,83.96
0,1,3,4,279.82
0,1,4,4,818.99
0,1,5,6,391.86
0,1,1,1,54.98
0,1,2,1,53.19
0,1,3,4,375.14
0,1,4,2,253.37
0,1,5,2,195.6
0,1,1,3,192.86
0,1,2,8,629.03
0,1,3,1,119.18
0,1,4,1,168.58
0,1,5,2,153.86
0,1,1,5,336.03
0,1,2,8,480.86
0,1,3,5,671.74
0,1,4,2,364.72
0,1,5,3,171.23
0,1,1,1,78.63
0,1,2,8,650.98
0,1,3,2,260.8
0,1,4,1,174.87
0,1,5,5,376.26
0,1,1,3,170.71
0,1,2,9,319.54
0,1,3,2,253.68
0,1,4,2,267.56
0,1,5,5,281.67
0,1,1,0,0
0,1,2,7,604.65
0,1,3,1,73.3
0,1,4,5,997.47
0,1,5,2,107.53
0,1,1,5,288.72
0,1,2,3,198.33
0,1,3,3,326.85
0,1,4,4,585.04
0,1,5,6,408.9
0,1,1,3,181.18
0,1,2,3,164.43
0,1,3,1,108.12
0,1,4,5,737.39
0,1,5,6,602.44
0,1,1,2,113.59
0,1,2,1,88.13
0,1,3,0,0
0,1,4,2,357.39
0,1,5,2,136.99
0,1,1,1,82.82
0,1,2,9,638.11
0,1,3,2,230.41
0,1,4,1,197.19
0,1,5,4,239.85
0,1,1,2,101.05
0,1,2,9,643.65
0,1,3,0,0
0,1,4,0,0
0,1,5,6,459.68
0,1,1,1,61.78
0,1,2,2,95.12
0,1,3,1,90.14
0,1,4,4,529.3
0,1,5,3,287.77
0,1,1,2,105.07
0,1,2,0,0
0,1,3,4,527.26
0,1,4,4,506.24
0,1,5,1,95.27
0,1,1,2,127.58
0,1,2,7,399.67
0,1,3,0,0
0,1,4,3,363.61
0,1,5,3,240.74
0,1,1,1,61.56
0,1,2,10,511.77
0,1,3,5,306.88
0,1,4,1,199.65
0,1,5,2,165.87
0,1,1,1,62.15
0,1,2,0,0
0,1,3,3,212.74
0,1,4,3,501.46
0,1,5,4,304.44
0,1,1,1,68.91
0,1,2,2,188.14
0,1,3,2,281.01
0,1,4,5,762.28
0,1,5,6,407.81
0,1,1,5,359.32
0,1,2,1,32.11
0,1,3,3,177.96
0,1,4,2,362.81
0,1,5,4,399.87
0,1,1,6,535.08
0,1,2,7,314.59
0,1,3,1,79.21
0,1,4,2,232.62
0,1,5,3,195.69
0,1,1,4,216.21
0,1,2,1,58.95
0,1,3,2,146.92
0,1,4,1,132.57
0,1,5,5,416.53
0,1,1,4,346.52
0,1,2,9,472.75
0,1,3,0,0
0,1,4,2,282.67
0,1,5,2,137.66
0,1,1,5,273.72
0,1,2,7,635.63
0,1,3,2,182.36
0,1,4,0,0
0,1,5,5,366.29
0,1,1,5,369.32
0,1,2,10,358.9
0,1,3,3,444.43
0,1,4,2,394.48
0,1,5,3,202.08
0,1,1,4,217.85
0,1,2,7,479.5
0,1,3,2,148.39
0,1,4,1,174.32
0,1,5,3,220.32
0,1,1,3,234.85
0,1,2,4,350.6
0,1,3,3,321.43
0,1,4,2,373.78
0,1,5,2,148.67
0,1,1,3,169.25
0,1,2,7,346
0,1,3,2,129.98
0,1,4,1,158.28
0,1,5,0,0
0,1,1,2,105.98
0,1,2,9,618.39
0,1,3,3,162.29
0,1,4,1,104.03
0,1,5,6,391.2
0,1,1,3,177.64
0,1,2,10,717.69
0,1,3,5,269.75
0,1,4,3,411.29
0,1,5,2,129.28
0,1,1,2,153.62
0,1,2,10,849.5
0,1,3,3,376.17
0,1,4,4,686.26
0,1,5,1,59.37
0,1,1,3,187.26
0,1,2,7,591.14
0,1,3,5,408.14
0,1,4,0,0
0,1,5,4,324.89
0,1,1,3,224.13
0,1,2,9,458.26
0,1,3,2,200.34
0,1,4,0,0
0,1,5,3,241.96
0,1,1,5,315.38
0,1,2,5,228.09
0,1,3,1,115.84
0,1,4,1,115.46
0,1,5,2,117.4
0,1,1,1,79.05
0,1,2,10,413.72
0,1,3,3,277.46
0,1,4,3,477.04
0,1,5,1,66.61
0,1,1,0,0
0,1,2,3,131.75
0,1,3,0,0
0,1,4,0,0
0,1,5,1,54.9
0,1,1,2,171.17
0,1,2,6,535.64
0,1,3,0,0
0,1,4,2,257.17
0,1,5,3,286.86
0,1,1,4,216.74
0,1,2,10,592.61
0,1,3,2,171.29
0,1,4,1,160.03
0,1,5,4,266.58
0,1,1,5,254.28
0,1,2,9,418.82
0,1,3,3,199.13
0,1,4,5,859.74
0,1,5,4,368.33
0,1,1,3,147.3
0,1,2,11,590.73
0,1,3,4,385.46
0,1,4,1,158.68
0,1,5,0,0
0,1,1,2,120.59
0,1,2,10,625.68
0,1,3,2,196.19
0,1,4,5,629.25
0,1,5,5,353.79
0,1,1,5,403.59
0,1,2,6,298.43
0,1,3,1,150.15
0,1,4,2,396.68
0,1,5,6,462.02
0,1,1,4,259.03
0,1,2,5,332.74
0,1,3,5,656.94
0,1,4,2,212.17
0,1,5,2,146.23
0,1,1,3,244.41
0,1,2,1,63.34
0,1,3,2,108.02
0,1,4,1,135.18
0,1,5,6,465.05
0,1,1,5,414.67
0,1,2,9,458.99
0,1,3,2,111.91
0,1,4,2,274.3
0,1,5,4,306.17
0,1,1,3,219.53
0,1,2,4,314.16
0,1,3,0,0
0,1,4,2,345.17
0,1,5,4,295.44
1,3,1,1,76.63
1,3,2,9,748.36
1,3,3,4,288.18
1,3,4,0,0
1,3,5,3,205.81
1,3,1,4,237.71
1,3,2,9,373.26
1,3,3,5,731.42
1,3,4,0,0
1,3,5,1,50.63
1,3,1,0,0
1,3,2,3,206.51
1,3,3,0,0
1,3,4,3,403.09
1,3,5,2,145.5
1,3,1,4,221.73
1,3,2,1,77.39
1,3,3,1,60.33
1,3,4,2,309.42
1,3,5,3,180.67
1,3,1,4,232.28
1,3,2,2,166.34
1,3,3,4,541.52
1,3,4,0,0
1,3,5,1,91.19
1,3,1,2,100.2
1,3,2,6,471.55
1,3,3,1,114.69
1,3,4,0,0
1,3,5,3,279.65
1,3,1,4,250.15
1,3,2,9,426.66
1,3,3,1,92.87
1,3,4,0,0
1,3,5,1,70.88
1,3,1,1,54.17
1,3,2,8,300.53
1,3,3,2,183.08
1,3,4,0,0
1,3,5,1,84.16
1,3,1,1,66.2
1,3,2,3,210.28
1,3,3,3,180.42
1,3,4,1,183.39
1,3,5,2,179.41
1,3,1,2,169.17
1,3,2,7,410.32
1,3,3,2,300.23
1,3,4,1,153.1
1,3,5,2,170.05
1,3,1,4,312.12
1,3,2,10,738.18
1,3,3,1,66.21
1,3,4,1,102.74
1,3,5,3,254.84
1,3,1,0,0
1,3,2,0,0
1,3,3,0,0
1,3,4,1,147.12
1,3,5,1,75.88
1,3,1,1,56.06
1,3,2,9,538.97
1,3,3,3,345.66
1,3,4,2,394.96
1,3,5,2,147.95
1,3,1,0,0
1,3,2,5,380.22
1,3,3,3,331.43
1,3,4,1,113.83
1,3,5,0,0
1,3,1,0,0
1,3,2,8,684.17
1,3,3,3,168.82
1,3,4,1,156.84
1,3,5,3,306.1
1,3,1,1,70.64
1,3,2,10,774.73
1,3,3,5,642.1
1,3,4,0,0
1,3,5,0,0
1,3,1,3,152.64
1,3,2,11,887.53
1,3,3,3,283.49
1,3,4,0,0
1,3,5,7,694.32
1,3,1,1,93.02
1,3,2,8,243.66
1,3,3,3,181.5
1,3,4,0,0
1,3,5,0,0
1,3,1,5,283.01
1,3,2,8,581.54
1,3,3,2,150.04
1,3,4,0,0
1,3,5,4,393.6
1,3,1,0,0
1,3,2,9,485.91
1,3,3,3,410.23
1,3,4,0,0
1,3,5,0,0
1,3,1,5,408.05
1,3,2,9,698.71
1,3,3,5,519.52
1,3,4,0,0
1,3,5,4,216.41
1,3,1,0,0
1,3,2,8,603.55
1,3,3,3,383.46
1,3,4,0,0
1,3,5,5,479.58
1,3,1,3,242.28
1,3,2,4,199.39
1,3,3,2,180.38
1,3,4,0,0
1,3,5,3,157.66
1,3,1,4,232.39
1,3,2,9,432.53
1,3,3,3,158.89
1,3,4,1,149.8
1,3,5,0,0
1,3,1,1,67.46
1,3,2,9,349.35
1,3,3,4,449.75
1,3,4,0,0
1,3,5,1,77.19
1,3,1,0,0
1,3,2,8,555.99
1,3,3,0,0
1,3,4,2,391.9
1,3,5,2,183.45
1,3,1,1,44.38
1,3,2,4,265.59
1,3,3,1,57.88
1,3,4,1,118.56
1,3,5,2,173.04
1,3,1,0,0
1,3,2,6,191.55
1,3,3,0,0
1,3,4,0,0
1,3,5,0,0
1,3,1,0,0
1,3,2,9,530.84
1,3,3,0,0
1,3,4,0,0
1,3,5,1,54.57
1,3,1,0,0
1,3,2,2,121.47
1,3,3,0,0
1,3,4,5,645.03
1,3,5,5,297.41
1,3,1,3,173.44
1,3,2,8,357.17
1,3,3,0,0
1,3,4,1,150.93
1,3,5,4,232.52
1,3,1,0,0
1,3,2,3,252.51
1,3,3,0,0
1,3,4,1,163.9
1,3,5,2,119.93
1,3,1,0,0
1,3,2,9,421.71
1,3,3,0,0
1,3,4,0,0
1,3,5,3,298.67
1,3,1,0,0
1,3,2,1,67.29
1,3,3,0,0
1,3,4,2,241.8
1,3,5,2,191.11
1,3,1,0,0
1,3,2,4,207.54
1,3,3,1,54.62
1,3,4,0,0
1,3,5,5,410.62
1,3,1,0,0
1,3,2,1,57.01
1,3,3,1,50.71
1,3,4,1,111.72
1,3,5,2,153.3
1,3,1,4,191.58
1,3,2,5,235.85
1,3,3,0,0
1,3,4,1,193.57
1,3,5,1,67.34
1,3,1,0,0
1,3,2,10,879.43
1,3,3,0,0
1,3,4,0,0
1,3,5,5,272.05
1,3,1,2,141.81
1,3,2,1,89.24
1,3,3,0,0
1,3,4,2,342.94
1,3,5,3,188.26
1,3,1,0,0
1,3,2,7,565.06
1,3,3,1,80.04
1,3,4,1,180.3
1,3,5,2,201.31
1,3,1,5,287.96
1,3,2,5,281.15
1,3,3,0,0
1,3,4,0,0
1,3,5,6,497.88
1,3,1,2,137.63
1,3,2,4,247.44
1,3,3,0,0
1,3,4,4,628.71
1,3,5,4,361.97
1,3,1,1,63.34
1,3,2,2,182.57
1,3,3,0,0
1,3,4,1,160.69
1,3,5,3,224.85
1,3,1,0,0
1,3,2,6,473.37
1,3,3,0,0
1,3,4,0,0
1,3,5,5,495.24
1,3,1,1,49.94
1,3,2,4,209.75
1,3,3,0,0
1,3,4,0,0
1,3,5,4,233.55
1,3,1,0,0
1,3,2,7,388.99
1,3,3,0,0
1,3,4,1,126.19
1,3,5,3,222.92
1,3,1,1,42.86
1,3,2,3,210.81
1,3,3,0,0
1,3,4,0,0
1,3,5,5,466.96
1,3,1,5,300.41
1,3,2,4,142.93
1,3,3,0,0
1,3,4,1,148.55
1,3,5,4,232.67
1,5,1,1,45.91
1,5,2,9,447.51
1,5,3,0,0
1,5,4,3,478.92
1,5,5,1,94.08
1,5,1,0,0
1,5,2,8,505.83
1,5,3,1,73.72
1,5,4,2,280.9
1,5,5,4,227.9
1,5,1,0,0
1,5,2,9,360.98
1,5,3,3,212.43
1,5,4,1,105.08
1,5,5,4,343.52
1,5,1,2,147.97
1,5,2,9,675.27
1,5,3,0,0
1,5,4,1,189.61
1,5,5,5,413.94
1,5,1,2,141.62
1,5,2,8,681.94
1,5,3,2,121.59
1,5,4,4,581.4
1,5,5,2,208.34
1,5,1,3,156.88
1,5,2,10,592.1
1,5,3,5,608.2
1,5,4,4,511.83
1,5,5,5,406.64
1,5,1,5,351.17
1,5,2,9,453.03
1,5,3,3,343.44
1,5,4,3,386.9
1,5,5,1,74.55
1,5,1,5,307.46
1,5,2,6,290.85
1,5,3,0,0
1,5,4,0,0
1,5,5,1,74.22
1,5,1,5,400.42
1,5,2,9,485.44
1,5,3,0,0
1,5,4,2,250.7
1,5,5,6,385.19
1,5,1,5,305.09
1,5,2,6,199.82
1,5,3,2,237.95
1,5,4,2,353.77
1,5,5,7,648.19
1,5,1,2,98.32
1,5,2,2,139.4
1,5,3,3,196.28
1,5,4,1,141.49
1,5,5,2,173.6
1,5,1,3,186.82
1,5,2,4,346.76
1,5,3,4,223.31
1,5,4,5,756.13
1,5,5,7,544.48
1,5,1,2,165.03
1,5,2,9,757.65
1,5,3,1,140.77
1,5,4,1,165.48
1,5,5,3,240.2
1,5,1,5,244.36
1,5,2,8,678.51
1,5,3,2,154.32
1,5,4,0,0
1,5,5,7,557.49
1,5,1,3,149.65
1,5,2,11,960.87
1,5,3,0,0
1,5,4,3,403.2
1,5,5,4,254.63
1,5,1,5,337.08
1,5,2,9,698.65
1,5,3,1,61.11
1,5,4,1,198.81
1,5,5,6,311.96
1,5,1,4,218.65
1,5,2,9,386.24
1,5,3,6,861.69
1,5,4,2,204.71
1,5,5,4,369.2
1,5,1,3,158.45
1,5,2,10,350.31
1,5,3,2,143.42
1,5,4,3,565.84
1,5,5,1,83.3
1,5,1,3,180.48
1,5,2,6,242.66
1,5,3,1,117.55
1,5,4,3,471.22
1,5,5,4,313.72
1,5,1,2,139.94
1,5,2,9,371.45
1,5,3,1,98.97
1,5,4,1,111.94
1,5,5,3,236.45
1,5,1,2,121.84
1,5,2,7,344.91
1,5,3,1,71.74
1,5,4,2,397.79
1,5,5,3,283.49
1,5,1,5,248.64
1,5,2,7,421.65
1,5,3,0,0
1,5,4,1,114.4
1,5,5,6,556.07
1,5,1,3,250.49
1,5,2,9,732.6
1,5,3,2,190.36
1,5,4,0,0
1,5,5,8,520.88
1,5,1,3,168.67
1,5,2,8,359.14
1,5,3,2,296.76
1,5,4,1,148.59
1,5,5,2,130.39
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,7,225.52
1,4,3,0,0
1,4,4,2,382.18
1,4,5,0,0
1,4,1,0,0
1,4,2,2,99.42
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,1,75.03
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,5,390.1
1,4,2,4,240.51
1,4,3,0,0
1,4,4,1,186.33
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,3,212.77
1,4,2,0,0
1,4,3,0,0
1,4,4,1,141.11
1,4,5,0,0
1,4,1,0,0
1,4,2,1,44.78
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,10,307.16
1,4,3,0,0
1,4,4,2,314.27
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,1,33.08
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,1,39.2
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,4,212.79
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,1,99.6
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,1,150.25
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,1,125.07
1,4,5,0,0
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,2,162.78
1,4,1,0,0
1,4,2,1,24.22
1,4,3,0,0
1,4,4,0,0
1,4,5,1,99.29
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,4,1,1,72.14
1,4,2,5,172.63
1,4,3,0,0
1,4,4,1,195.19
1,4,5,1,98.88
1,4,1,0,0
1,4,2,0,0
1,4,3,0,0
1,4,4,0,0
1,4,5,0,0
1,2,1,3,250.7
1,2,2,9,658.16
1,2,3,1,154.39
1,2,4,0,0
1,2,5,4,405.9
1,2,1,1,63.94
1,2,2,10,605.53
1,2,3,0,0
1,2,4,0,0
1,2,5,0,0
1,2,1,1,80.99
1,2,2,9,860.01
1,2,3,3,312.52
1,2,4,2,253.56
1,2,5,2,159.18
1,2,1,2,139.25
1,2,2,9,626.03
1,2,3,2,262.44
1,2,4,0,0
1,2,5,2,119.49
1,2,1,1,73.6
1,2,2,9,721.26
1,2,3,2,259.45
1,2,4,3,357.07
1,2,5,6,426.74
1,2,1,2,170.19
1,2,2,9,545.43
1,2,3,0,0
1,2,4,2,231.38
1,2,5,2,192.47
1,2,1,1,84.41
1,2,2,10,937.51
1,2,3,1,129.78
1,2,4,3,474.17
1,2,5,3,286.66
1,2,1,0,0
1,2,2,9,880.92
1,2,3,3,261.49
1,2,4,5,925.04
1,2,5,6,437.92
1,2,1,2,168.96
1,2,2,11,1013.74
1,2,3,0,0
1,2,4,1,121.56
1,2,5,3,247.7
1,2,1,3,172.58
1,2,2,9,751.38
1,2,3,0,0
1,2,4,0,0
1,2,5,6,332.67
1,2,1,1,70.75
1,2,2,3,168.21
1,2,3,2,308.61
1,2,4,3,383.92
1,2,5,5,348.23
1,2,1,5,353.28
1,2,2,9,840.3
1,2,3,0,0
1,2,4,1,187.42
1,2,5,4,257.32
1,2,1,0,0
1,2,2,8,657.33
1,2,3,2,274.6
1,2,4,0,0
1,2,5,5,455.23
1,2,1,0,0
1,2,2,9,566.95
1,2,3,1,119.73
1,2,4,3,521.5
1,2,5,7,483.68
1,2,1,1,48.33
1,2,2,10,449.69
1,2,3,0,0
1,2,4,0,0
1,2,5,7,675.32
1,2,1,0,0
1,2,2,8,633.49
1,2,3,0,0
1,2,4,0,0
1,2,5,2,166.5
1,2,1,1,73.88
1,2,2,9,398.82
1,2,3,0,0
1,2,4,1,111.28
1,2,5,3,219.48
1,2,1,0,0
1,2,2,4,167.74
1,2,3,2,239.62
1,2,4,1,124.57
1,2,5,4,324.78
1,2,1,2,100.69
1,2,2,7,662.7
1,2,3,1,59.9
1,2,4,5,1024.15
1,2,5,5,489.02
1,2,1,0,0
1,2,2,8,644.46
1,2,3,0,0
1,2,4,2,358.47
1,2,5,1,79.52
1,2,1,0,0
1,2,2,6,303.8
1,2,3,3,390.04
1,2,4,0,0
1,2,5,3,260.32
1,2,1,0,0
1,2,2,5,357.47
1,2,3,1,135.84
1,2,4,0,0
1,2,5,5,369.05
1,2,1,0,0
1,2,2,9,490.03
1,2,3,1,68.82
1,2,4,4,501.45
1,2,5,1,109.69
1,2,1,0,0
1,2,2,6,293.96
1,2,3,0,0
1,2,4,0,0
1,2,5,2,176.55
1,2,1,1,49.84
1,2,2,9,631.56
1,2,3,1,73.16
1,2,4,1,192.81
1,2,5,2,121.02
1,2,1,0,0
1,2,2,4,167.33
1,2,3,1,149.15
1,2,4,0,0
1,2,5,2,122.62
1,2,1,1,80.04
1,2,2,7,549.98
1,2,3,1,129.64
1,2,4,2,262.1
1,2,5,7,546.38
1,2,1,0,0
1,2,2,4,348.86
1,2,3,1,148.74
1,2,4,0,0
1,2,5,5,364.87
1,2,1,0,0
1,2,2,9,639.07
1,2,3,1,65.83
1,2,4,3,569.51
1,2,5,6,524.96
1,2,1,4,282.32
1,2,2,9,449.26
1,2,3,1,56.75
1,2,4,1,159.34
1,2,5,1,91.42
1,2,1,0,0
1,2,2,11,533.38
1,2,3,4,405.2
1,2,4,2,325.19
1,2,5,2,133.38
1,2,1,1,51
1,2,2,2,79.71
1,2,3,1,78.82
1,2,4,0,0
1,2,5,2,125.71
1,2,1,1,74.56
1,2,2,4,248.56
1,2,3,2,187.44
1,2,4,2,390.81
1,2,5,6,568.37
1,2,1,1,75.64
1,2,2,9,413.37
1,2,3,1,106.12
1,2,4,3,510.26
1,2,5,2,103.27
1,2,1,0,0
1,2,2,6,206.79
1,2,3,2,268.33
1,2,4,0,0
1,2,5,6,381.43
1,2,1,2,115.54
1,2,2,1,55.1
1,2,3,4,544.5
1,2,4,0,0
1,2,5,4,387.38
1,2,1,1,50.15
1,2,2,5,269.46
1,2,3,2,161.32
1,2,4,1,120.49
1,2,5,1,68.4
1,2,1,1,79.7
1,2,2,0,0
1,2,3,0,0
1,2,4,0,0
1,2,5,1,69.89
1,2,1,1,59.03
1,2,2,8,337.72
1,2,3,3,168.63
1,2,4,0,0
1,2,5,0,0
1,2,1,1,81.3
1,2,2,10,898.11
1,2,3,2,146.37
1,2,4,2,251.35
1,2,5,3,247.29
1,2,1,5,390.97
1,2,2,2,81.44
1,2,3,1,78.53
1,2,4,1,120.12
1,2,5,3,306.51
1,2,1,1,88.95
1,2,2,9,423.4
1,2,3,3,313.35
1,2,4,2,392.53
1,2,5,2,139.7
1,2,1,1,85.39
1,2,2,9,352.92
1,2,3,0,0
1,2,4,5,628.31
1,2,5,6,559.88
1,2,1,0,0
1,2,2,2,86.32
1,2,3,1,62.12
1,2,4,0,0
1,2,5,0,0
1,2,1,3,167.23
1,2,2,6,335.87
1,2,3,0,0
1,2,4,1,200.68
1,2,5,0,0
1,2,1,2,142.76
1,2,2,3,101.96
1,2,3,0,0
1,2,4,0,0
1,2,5,3,206.3
1,2,1,1,74.31
1,2,2,7,395.95
1,2,3,1,109.02
1,2,4,1,154.45
1,2,5,4,258.03
1,2,1,2,166.1
1,2,2,7,283.7
1,2,3,3,166.95
1,2,4,1,148.71
1,2,5,0,0
1,4,1,2,162.82
1,4,2,6,457.46
1,4,3,1,76.12
1,4,4,1,194.27
1,4,5,0,0
1,4,1,1,53.54
1,4,2,10,409.48
1,4,3,0,0
1,4,4,1,136.08
1,4,5,1,81.34
1,4,1,1,67.23
1,4,2,0,0
1,4,3,3,176.68
1,4,4,1,114.1
1,4,5,5,301.55
1,4,1,1,74.94
1,4,2,6,400.95
1,4,3,1,108.37
1,4,4,3,348.92
1,4,5,1,59.53
1,4,1,1,43.2
1,4,2,3,156.55
1,4,3,0,0
1,4,4,0,0
1,4,5,6,478.73
1,4,1,2,140.1
1,4,2,5,246.21
1,4,3,2,204.78
1,4,4,0,0
1,4,5,1,78.42
1,4,1,3,238.39
1,4,2,10,646.45
1,4,3,0,0
